INDEX,,,3. OUTBOUND TOURISM: Tourism expenditure in other countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
258,3.6,258-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,84,99,114,118,..,..,229,175,175,159,142,137,143,131,74,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,3.4,266-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,182,168,156,158,195,183,256,234,239,275,346,..,328,490,476,560,658,441,404,509,346,..,..,..,..,..,..,..,
266,3.5,266-3.5,,,Travel,,,US$ Millions,,IMF,137,100,86,84,91,84,225,194,194,214,274,..,229,381,360,376,543,314,278,397,232,..,..,..,..,..,..,..,
266,3.6,266-3.6,,,Passenger transport,,,US$ Millions,,IMF,45,68,70,74,104,99,31,40,45,61,72,..,99,109,116,184,115,127,126,112,114,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,3.4,270-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,16,16,17,..,..,..,..,..,8,6,7,8,13,12,12,14,16,13,10,55,5,7,9,10,10,4,12,13,
270,3.5,270-3.5,,,Travel,,,US$ Millions,,IMF,14,15,16,..,..,..,..,..,4,4,5,6,13,12,12,14,16,13,10,54,4,6,7,9,9,4,12,13,
270,3.6,270-3.6,,,Passenger transport,,,US$ Millions,,IMF,2,0.5,1,..,..,..,..,..,4,2,2,2,..,..,..,..,..,..,0.4,1.4,1.4,1.2,1.5,1.4,0.7,0.2,0.2,0.2,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,3.4,268-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,171,239,135,129,136,189,170,196,237,257,277,337,311,329,384,471,537,563,609,706,853,960,"1,124",292,347,782,
268,3.5,268-3.5,,,Travel,,,US$ Millions,,IMF,..,..,156,226,130,110,107,149,130,147,169,167,176,203,181,199,213,256,294,299,330,386,464,525,657,180,185,409,
268,3.6,268-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,15,13,5,19,29,40,40,49,68,90,101,134,130,130,171,215,243,264,279,320,389,435,467,112,162,373,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,3.4,280-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"66,527","64,725","59,000","60,253","61,215","57,607","56,437","59,550","72,839","80,321","84,513","85,717","96,170","105,691","92,899","90,866","99,909","96,196","102,668","101,737","85,334","87,412","89,736","95,199","93,097","38,752","50,564","88,252",
280,3.5,280-3.5,,,Travel,,,US$ Millions,,IMF,"60,260","59,076","53,667","54,423","55,877","52,829","51,824","53,052","65,290","71,231","74,167","74,153","83,138","91,641","81,461","77,566","86,227","83,202","91,311","93,284","77,468","79,923","89,736","95,199","93,097","38,752","50,564","88,252",
280,3.6,280-3.6,,,Passenger transport,,,US$ Millions,,IMF,"6,267","5,649","5,333","5,830","5,338","4,778","4,613","6,498","7,549","9,090","10,346","11,564","13,032","14,050","11,438","13,300","13,682","12,994","11,357","8,453","7,866","7,489",..,..,..,..,..,..,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,3.4,288-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,74,59,61,145,151,162,165,184,216,270,472,575,816,870,948,882,"1,026",976,982,947,"1,405","1,571","1,581","1,329","1,380",946,"1,271","1,534",
288,3.5,288-3.5,,,Travel,,,US$ Millions,,IMF,21,4,4,85,91,100,105,119,138,186,303,345,558,542,684,574,464,464,473,458,737,792,693,450,328,105,414,615,
288,3.6,288-3.6,,,Passenger transport,,,US$ Millions,,IMF,53,55,57,60,60,62,60,65,78,84,169,230,258,328,264,308,562,512,509,489,668,779,888,879,"1,052",841,857,919,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,3.4,300-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"1,495","1,396","1,537",..,"4,014","4,564","4,190","2,456","2,441","2,882","3,044","3,005","3,430","3,946","4,122","3,400","3,809","3,005","3,768","4,003","3,535","3,412","3,306","3,910","4,211","1,500","2,221","3,559",
300,3.5,300-3.5,,,Travel,,,US$ Millions,,IMF,"1,323","1,210","1,327","1,756","3,991","4,558","4,178","2,439","2,433","2,874","3,038","2,998","3,423","3,930","3,383","2,853","3,161","2,364","2,435","2,755","2,259","2,220","2,156","2,582","3,070",898,"1,306","2,012",
300,3.6,300-3.6,,,Passenger transport,,,US$ Millions,,IMF,172,186,210,..,23,6,12,17,8,8,6,7,7,16,739,547,648,641,"1,333","1,248","1,276","1,192","1,150","1,328","1,141",602,915,"1,547",
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,3.4,308-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,40,40,38,42,52,14,12,36,
308,3.5,308-3.5,,,Travel,,,US$ Millions,,IMF,5,5,6,6,7,8,8,8,8,9,10,16,16,11,10,10,10,11,11,18,20,21,22,24,24,7,5,20,
308,3.6,308-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,20,19,16,18,28,7,7,16,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,3.4,312-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,3.5,312-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,3.6,312-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,3.4,316-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,3.5,316-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,3.6,316-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,3.4,320-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,167,163,146,190,216,216,266,329,373,488,532,655,737,821,751,843,883,926,995,"1,029","1,020","1,032","1,066","1,105","1,128",344,455,"1,270",
320,3.5,320-3.5,,,Travel,,,US$ Millions,,IMF,141,135,119,157,183,182,225,276,312,385,421,529,597,687,604,621,656,712,768,782,754,754,775,807,814,254,285,961,
320,3.6,320-3.6,,,Passenger transport,,,US$ Millions,,IMF,26,28,27,33,33,34,41,53,61,103,111,126,140,134,147,222,227,214,227,247,266,278,291,298,314,90,170,309,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,3.4,324-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,29,37,39,34,29,13,26,38,36,29,38,41,96,30,28,16,49,42,61,29,38,16,102,412,420,"1,075",1,0.5,
324,3.5,324-3.5,,,Travel,,,US$ Millions,,IMF,21,27,23,27,24,9,18,31,26,25,29,28,29,9,13,8,33,23,50,18,30.4,12,12,9,3,4,1,0.1,
324,3.6,324-3.6,,,Passenger transport,,,US$ Millions,,IMF,8,10,16,7,5,4,8,7,10,4,9,13,67,21,15,9,16,18,11,11,8,4,91,403,417,"1,071",0,0.4,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,3.4,624-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,6,5,4,..,..,..,6,10,21,22,19,18,41,46,26,30,39,25,..,..,..,33,63,75,89,53,70,..,
624,3.5,624-3.5,,,Travel,,,US$ Millions,,IMF,4,3,2,..,..,..,3,5,13,13,10,16,40,46,26,29,32,20,27,53,53,33,63,75,87,53,68,..,
624,3.6,624-3.6,,,Passenger transport,,,US$ Millions,,IMF,2,2,2,..,..,..,3,5,8,9,9,2,0.5,0.5,0.3,0.1,7,5,..,..,..,..,..,0.1,1.8,..,1.8,..,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,3.4,328-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,65,69,69,82,77,62,44,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,3.5,328-3.5,,,Travel,,,US$ Millions,,IMF,21,59,62,63,75,69,55,38,26,30,40,49,58,52,52,73,79,82,81,77,93,103,94,80,47,35,59,..,
328,3.6,328-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,6,7,6,7,8,7,6,4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,3.4,332-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,173,168,172,202,206,174,239,331,383,427,431,458,473,418,475,503,221,207,227,179,46,59,83,
332,3.5,332-3.5,,,Travel,,,US$ Millions,,IMF,35,37,35,..,..,18,18,18,42,72,55,56,56,64,63,63,62,64,62,71,71,125,118,127,104,16,23,32,
332,3.6,332-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,138,135,155,150,154,160,134,119,183,275,319,364,368,396,409,356,404,432,96,89,100,75,30,36,51,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,3.4,340-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,99,110,115,142,166,198,205,221,274,300,321,425,309,385,361,406,446,549,506,437,454,482,517,558,655,200,417,623,
340,3.5,340-3.5,,,Travel,,,US$ Millions,,IMF,57,60,62,81,94,120,128,149,217,244,262,355,212,291,296,321,354,454,404,338,358,370,401,408,499,133,281,420,
340,3.6,340-3.6,,,Passenger transport,,,US$ Millions,,IMF,42,50,53,61,72,78,77,72,57,56,59,70,97,94,65,85,92,95,102,99,96,112,116,150,156,67,136,203,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,3.4,344-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Census and Statistics Department.
344,3.5,344-3.5,,,Travel,,,US$ Millions,1/,country,"10,497","11,461","12,678","13,474","13,134","12,502","12,317","12,418","11,447","13,270","13,305","14,044","15,042","16,095","15,547","17,357","19,022","20,077","21,215","22,011","23,059","24,141","25,386","26,436","26,879","5,520","3,364","5,503",
344,3.6,344-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,3.4,348-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"1,501","1,491","1,511","1,496","1,590","1,722","1,887","2,211","2,700","2,482","2,721","2,319","3,088","3,857","3,251","2,897","3,048","2,457","2,526","2,712","2,456","2,738","3,049","3,239","3,352","1,325","1,713","3,092",
348,3.5,348-3.5,,,Travel,,,US$ Millions,,IMF,"1,498","1,482","1,494","1,476","1,543","1,651","1,808","2,133","2,594","2,421","2,277","1,879","2,546","3,225","2,750","2,404","2,485","1,886","1,906","2,036","1,830","2,166","2,469","2,639","2,741","1,159","1,445","2,375",
348,3.6,348-3.6,,,Passenger transport,,,US$ Millions,,IMF,3,9,17,20,47,71,79,78,106,61,444,440,542,632,501,493,563,571,620,676,626,572,580,600,611,166,268,718,
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,3.4,352-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,312,327,399,440,..,..,373,524,699,991,"1,084","1,336",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
352,3.5,352-3.5,,,Travel,,,US$ Millions,,IMF,282,308,323,396,436,471,372,371,523,697,980,"1,076","1,326","1,103",546,612,754,792,854,964,963,"1,217","1,554","1,691","1,509",532,756,"1,510",
352,3.6,352-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,4,4,3,4,..,..,2,1,2,11,8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,3.4,356-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,"3,686","4,367","4,350","4,385","5,783","8,277","8,738","10,690","12,083",..,..,..,"14,107","13,884","17,492","17,686","19,184","21,856","25,790","28,595","15,777","17,838","31,822",
356,3.5,356-3.5,,,Travel,,,US$ Millions,,IMF,996,913,"1,342","1,713","2,010","2,690","3,006","2,988","3,585","4,816","6,187","6,845","8,219","9,606","9,310","10,490","13,699","12,342","11,615","14,595","14,838","16,376","18,443","21,319","22,915","12,574","14,280","25,881",
356,3.6,356-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,996,"1,361","1,362",800,967,"2,090","1,893","2,471","2,477",..,..,..,"1,765","2,269","2,897","2,848","2,808","3,413","4,471","5,680","3,203","3,558","5,941",
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3.4,360-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,"5,042","4,427","4,569","4,740","5,458","6,578","8,801","6,908","8,432","8,653","9,055","10,280","10,263","9,800","9,932","10,945","13,171","14,449","2,075",517,"7,230",
360,3.5,360-3.5,,,Travel,,,US$ Millions,,IMF,"2,172","2,399","2,411","2,102","2,353","3,197","3,406","3,289","3,082","3,507","3,584","4,030","4,904","5,554","5,316","6,395","6,255","6,771","7,675","7,682","7,292","7,566","8,289","10,314","11,308","1,748",472,"6,288",
360,3.6,360-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,"1,753","1,345","1,062","1,156","1,428","1,674","3,247","1,592","2,037","2,398","2,284","2,605","2,581","2,508","2,366","2,656","2,857","3,141",327,45,942,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,3.4,364-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,247,274,396,155,638,671,714,"3,990","4,120","4,402","4,112","5,066","7,335","8,270","8,503","10,570","10,555","8,435","9,464","10,130","9,658","11,142","12,568","9,271",..,..,..,..,1/ From 2000 Source: Central Bank of Islamic Republic of Iran.
364,3.5,364-3.5,,,Travel,,,US$ Millions,1/,IMF,241,258,382,153,632,668,708,"3,750","3,842","4,093","3,724","4,684","6,809","7,566","7,805","9,655","9,775","7,825","8,839","9,452","8,992","10,233","11,507","8,695",..,..,..,..,
364,3.6,364-3.6,,,Passenger transport,,,US$ Millions,1/,IMF,6,16,14,2,6,3,6,240,278,309,388,382,526,704,698,915,780,610,625,678,666,909,"1,061",576,..,..,..,..,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,3.4,368-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,627,526,705,813,"1,221","1,675","1,879","2,363","4,835","6,115","7,934","7,647","8,093","7,855","10,925","4,172","7,453",..,1/ 1995-2002 Source: Central Bank of Iraq.
368,3.5,368-3.5,,,Travel,,,US$ Millions,1/,IMF,117,70,131,14,14,9,31,26,..,..,439,395,639,794,"1,207","1,620","1,836","2,281","4,835","6,115","7,934","7,647","8,093","7,855","10,925","4,172","7,453",..,
368,3.6,368-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,188,131,66,19,14,55,43,82,..,..,..,..,..,..,..,..,..,..,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3.4,372-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,"2,712","2,626","2,956","3,835","4,832","5,291","6,185","6,981","8,784","10,543","7,940","7,176","6,842","5,895","6,198","6,412","5,704","6,234","6,616","7,541","8,156","2,564","2,524","8,360",
372,3.5,372-3.5,,,Travel,,,US$ Millions,,IMF,"2,034","2,198","2,210","3,015","2,631","2,525","2,858","3,755","4,736","5,177","6,073","6,865","8,655","10,417","7,826","7,069","6,728","5,895","6,198","6,412","5,704","6,234","6,616","7,541","8,156","2,564","2,524","8,360",
372,3.6,372-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,81,101,98,80,96,114,112,116,129,126,114,107,114,..,..,..,..,..,..,..,..,..,..,..,
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,3.4,376-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"2,626","2,849","2,952","3,233","3,411","3,733","3,887","3,322","3,341","3,979","4,146","4,286","4,921","4,967","4,500","4,683","4,874","5,008","5,757","6,534","7,506","8,210","8,985","9,975","10,389","2,175","3,888","9,698",
376,3.5,376-3.5,,,Travel,,,US$ Millions,,IMF,"2,120","2,278","2,283","2,473","2,566","2,804","2,945","2,543","2,550","3,112","3,261","3,399","3,930","3,961","3,540","3,665","3,775","3,909","4,542","5,189","6,012","6,447","7,057","7,878","8,153","1,804","3,232","7,680",
376,3.6,376-3.6,,,Passenger transport,,,US$ Millions,,IMF,506,571,669,760,845,929,942,779,791,867,885,887,991,"1,006",960,"1,018","1,099","1,099","1,215","1,345","1,494","1,763","1,928","2,097","2,236",371,656,"2,018",
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,3.4,380-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"17,201","18,619","19,676","20,539","19,587","18,170","17,002","19,652","23,748","24,076","26,764","27,449","32,748",..,..,..,..,..,..,..,"30,312","30,584","34,819","37,644","37,908","12,977","17,101","32,383",
380,3.5,380-3.5,,,Travel,,,US$ Millions,,IMF,"14,811","15,806","16,643","17,598","16,887","15,686","14,798","16,939","20,604","20,471","22,362","23,162","27,322","30,940","27,967","26,902","28,749","26,239","26,948","28,866","24,425","24,987","27,901","30,004","30,307","10,871","14,879","26,911",
380,3.6,380-3.6,,,Passenger transport,,,US$ Millions,,IMF,"2,390","2,813","3,033","2,941","2,700","2,484","2,204","2,713","3,144","3,605","4,402","4,287","5,426",..,..,..,..,..,..,..,"5,887","5,597","6,918","7,640","7,601","2,106","2,222","5,472",
388,0,388-0,JAMAICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,3.4,388-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,173,181,205,223,256,238,227,274,269,318,290,315,340,312,259,235,213,418,392,457,413,413,455,505,499,288,399,595,
388,3.5,388-3.5,,,Travel,,,US$ Millions,,IMF,148,157,181,198,227,209,206,258,252,286,249,273,298,268,216,193,159,184,178,198,235,256,271,286,275,131,189,295,
388,3.6,388-3.6,,,Passenger transport,,,US$ Millions,,IMF,25,24,24,25,29,29,21,16,17,32,41,42,42,44,43,42,54,234,214,259,178,157,184,219,224,157,210,300,
392,0,392-0,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,3.4,392-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"46,966","46,800","41,381","35,334","41,213","42,643","35,526","34,977","36,505","48,175","48,096","37,655","37,258","38,971","34,787","39,306","39,760","40,967","32,244","28,609","23,252","25,968","25,774","28,097","29,146","6,762","3,285","5,058","1/ 2003: the calculation method has been changed since January 2003.
2006: the calculation method has been changed since January 2006."
392,3.5,392-3.5,,,Travel,,,US$ Millions,1/,IMF,"36,764","37,058","33,009","28,806","32,772","31,884","26,531","26,656","28,958","38,252","37,565","26,876","26,511","27,901","25,199","27,950","27,262","27,906","21,861","19,314","15,974","18,562","18,188","20,198","21,277","5,448","2,831","3,625",
392,3.6,392-3.6,,,Passenger transport,,,US$ Millions,,IMF,"10,202","9,742","8,372","6,528","8,441","10,759","8,995","8,321","7,547","9,923","10,531","10,779","10,747","11,070","9,588","11,356","12,498","13,061","10,383","9,295","7,278","7,406","7,586","7,899","7,869","1,314",454,"1,433",
400,0,400-0,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,3.4,400-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,719,630,635,642,536,387,420,504,503,585,653,956,"1,024","1,140","1,202","1,736","1,280","1,257","1,206","1,251","1,267","1,367","1,496","1,493","1,569",408,981,"1,563",
400,3.5,400-3.5,,,Travel,,,US$ Millions,,IMF,425,381,398,451,355,350,378,453,452,524,585,837,883,"1,004","1,064","1,572","1,161","1,144","1,096","1,142","1,160","1,258","1,386","1,387","1,461",381,918,"1,466",
400,3.6,400-3.6,,,Passenger transport,,,US$ Millions,,IMF,294,249,237,191,181,37,42,51,51,61,68,119,141,136,138,164,119,113,110,109,107,109,110,106,108,27,63,97,
398,0,398-0,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,3.4,398-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,296,364,494,549,455,483,761,863,783,997,940,"1,060","1,396","1,361","1,319","1,489","1,831","3,609","3,772","3,771","3,046","2,580","2,695","2,852","2,927",978,"1,706","2,520",
398,3.5,398-3.5,,,Travel,,,US$ Millions,,IMF,283,319,445,498,394,408,673,757,669,844,753,821,"1,082","1,078","1,132","1,273","1,611","3,272","3,468","3,515","2,867","2,447","2,560","2,687","2,735",943,"1,650","2,433",
398,3.6,398-3.6,,,Passenger transport,,,US$ Millions,,IMF,13,45,49,51,61,75,88,106,114,153,187,239,314,283,187,216,220,337,304,256,179,133,135,165,192,35,56,87,
404,0,404-0,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,3.4,404-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,230,205,152,..,..,156,183,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
404,3.5,404-3.5,,,Travel,,,US$ Millions,,IMF,192,169,145,155,182,132,143,126,127,108,124,178,265,266,227,212,197,174,233,206,217,145,262,229,196,107,133,154,
404,3.6,404-3.6,,,Passenger transport,,,US$ Millions,,IMF,38,36,7,..,..,24,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
296,0,296-0,KIRIBATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,3.4,296-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,..,..,..,9.3,..,..,..,..,..,..,..,..,..,..,..,24.6,..,..,..,..,8.6,1/ 2005: country data.
296,3.5,296-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,3.1,5.5,6.6,11.7,10.1,12.3,7.9,13.4,13.2,12.4,15.2,13.9,13.2,14.3,3.2,4.0,6.5,
296,3.6,296-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7,..,..,..,..,2.1,
408,0,408-0,"KOREA, DEMOCRATIC PEOPLE´S REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,3.4,408-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,3.5,408-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
408,3.6,408-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
410,0,410-0,"KOREA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,3.4,410-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"6,947","8,291","8,039","4,027","5,555","7,945","8,349","11,440","11,063","13,507","16,924","20,947","24,431","21,447","16,355","20,788","22,195","22,934","24,459","26,136","27,957","29,817","34,453","38,022","35,339","16,647","18,343","21,311",
410,3.5,410-3.5,,,Travel,,,US$ Millions,,IMF,"6,341","7,482","6,988","3,470","4,881","7,132","7,617","10,465","10,103","12,350","15,406","18,809","21,957","19,056","15,035","18,766","19,920","20,645","21,648","23,192","25,270","27,243","31,691","35,133","32,739","16,092","17,829","19,925",
410,3.6,410-3.6,,,Passenger transport,,,US$ Millions,,IMF,606,809,"1,051",557,674,813,732,975,960,"1,157","1,518","2,138","2,474","2,391","1,320","2,022","2,275","2,289","2,811","2,944","2,687","2,574","2,762","2,889","2,600",555,514,"1,386",
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3.4,414-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"2,514","2,779","2,684","2,823","2,574","2,852","3,207","3,412","3,750","4,147","4,997","6,074","7,267","8,341","6,799","7,106","8,879","10,073","10,567","12,280","13,148","13,232","13,722","14,318","15,839","6,831","8,093","14,165",
414,3.5,414-3.5,,,Travel,,,US$ Millions,,IMF,"2,248","2,492","2,377","2,517","2,270","2,495","2,842","3,021","3,348","3,701","4,532","5,573","6,636","7,570","6,189","6,434","8,064","9,249","9,653","11,268","12,381","12,337","12,548","14,318","15,839","6,831","7,852","13,147",
414,3.6,414-3.6,,,Passenger transport,,,US$ Millions,,IMF,266,287,307,306,304,357,365,391,402,446,465,501,631,771,610,672,815,824,914,"1,012",767,895,"1,174",..,..,..,241,"1,018",
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,3.4,417-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,7,11,25,27,28,21,27,35,73,94,142,215,450,273,275,392,529,505,568,535,582,422,451,519,185,214,460,
417,3.5,417-3.5,,,Travel,,,US$ Millions,,IMF,7,6,4,4,11,16,12,10,17,50,58,92,112,304,147,148,247,350,350,390,399,461,292,314,391,89,73,218,
