INDEX,,,3. OUTBOUND TOURISM: Tourism expenditure in other countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
850,3.4,850-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
850,3.5,850-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
850,3.6,850-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
858,0,858-0,URUGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,3.4,858-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,332,339,391,..,..,381,338,243,236,267,331,305,354,466,442,549,797,"1,043","1,486","1,559","1,384","1,079","1,222","1,252","1,424",384,276,"1,215",
858,3.5,858-3.5,,,Travel,,,US$ Millions,,IMF,236,192,264,265,280,281,257,178,169,194,252,213,239,358,336,419,644,878,"1,294","1,311","1,158",855,996,"1,033","1,210",341,207,989,
858,3.6,858-3.6,,,Passenger transport,,,US$ Millions,,IMF,96,147,127,..,..,100,81,65,67,73,79,92,115,108,106,130,153,165,192,248,226,224,226,219,214,43,69,226,
860,0,860-0,UZBEKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,3.4,860-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,815,842,"1,143","1,168","1,360","1,396","1,782","2,021","1,877","1,509","1,902","1,832","2,107","2,722","2,790","1,141","2,210","3,799",
860,3.5,860-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,524,541,835,854,"1,049","1,034","1,425","1,644","1,509","1,115","1,594","1,382","1,631","2,243","2,342",961,"1,684","3,126",
860,3.6,860-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,291,301,308,314,311,362,357,377,368,394,308,450,476,479,448,180,526,673,
548,0,548-0,VANUATU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,3.4,548-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,10,10,10,..,..,..,..,11,14,15,13,11,13,32,28,34,39,43,46,44,32,41,65,84,108,76,119,116,
548,3.5,548-3.5,,,Travel,,,US$ Millions,,IMF,5,5,5,8,9,9,8,9,12,13,11,9,11,29,24,30,35,37,41,40,28,38,62,80,102,76,119,115,
548,3.6,548-3.6,,,Passenger transport,,,US$ Millions,,IMF,5,5,5,..,..,..,..,2,2,2,2,2,2,3,4,4,4,6,5,4,4,3,3,4,6,0.4,0.4,0.5,
862,0,862-0,"VENEZUELA, BOLIVARIAN REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,3.4,862-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,"1,852","2,336","1,168","1,319","1,483","1,647","1,718","1,546","1,311","1,604","1,843","1,807","2,292","2,745","3,019","2,944","3,994","4,592","5,417","4,118","3,249","2,920",..,..,..,..,..,..,
862,3.5,862-3.5,,,Travel,,,US$ Millions,,IMF,"1,714","2,233",755,891,"1,039","1,058","1,108",981,859,"1,077","1,276","1,229","1,542","1,810","1,895","2,013","2,584","2,637","3,230","2,428","2,101","1,812",..,..,..,..,..,..,
862,3.6,862-3.6,,,Passenger transport,,,US$ Millions,,IMF,138,103,413,428,444,589,610,565,452,527,567,578,750,935,"1,124",931,"1,410","1,955","2,187","1,690","1,148","1,108",..,..,..,..,..,..,
704,0,704-0,VIET NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,3.4,704-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,country,..,..,..,..,..,..,..,..,..,..,900,"1,050","1,220","1,300","1,100","1,470","1,710","1,856","2,050","2,650","3,595","4,500","5,040","5,910","6,460","4,610","3,830",..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
704,3.5,704-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
704,3.6,704-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
886,0,886-0,YEMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,3.4,886-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,160,164,127,136,135,134,183,224,225,247,246,277,252,258,148,161,158,79,56,..,..,..,..,..,..,
886,3.5,886-3.5,,,Travel,,,US$ Millions,,IMF,76,78,124,130,136,70,79,78,77,126,167,162,184,183,214,183,182,73,86,77,72,49,..,..,..,..,..,..,
886,3.6,886-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,30,28,57,57,57,57,57,57,63,63,63,63,69,76,75,75,81,7,7,..,..,..,..,..,..,
894,0,894-0,ZAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,3.4,894-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,83,81,100,102,102,109,115,86,87,92,120,164,143,167,223,303,357,378,400,423,410,478,511,336,430,740,
894,3.5,894-3.5,,,Travel,,,US$ Millions,,IMF,..,..,26,24,43,44,44,47,49,55,57,63,73,118,96,105,111,165,210,222,234,247,223,279,298,234,249,505,
894,3.6,894-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,57,57,57,58,58,62,66,31,30,29,47,46,47,62,112,138,147,156,166,176,187,199,213,102,181,235,
716,0,716-0,ZIMBABWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,3.4,716-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,106,118,120,131,..,..,..,..,..,..,..,..,..,..,167,203,317,387,441,451,557,406,337,269,257,157,..,..,"1/ 1995-1988: The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
716,3.5,716-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110,131,228,272,337,342,476,327,315,248,204,135,..,..,
716,3.6,716-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,72,89,115,104,109,81,79,22,21,53,22,..,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"The information is the same as that provided in the ""Compendium of Tourism Statistics""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,IMF,International Monetary Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CB,Central Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,..,Data not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: World Tourism Organization (UNWTO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
