INDEX,,,3. OUTBOUND TOURISM: Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
242,3.1,242-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,3.2,242-3.2,,,,Overnights visitors (tourists),,Thousands,,68,72,74,78,89,83,85,99,104,94,109,121,120,124,125,128,132,132,..,..,..,156,169,174,174,40,14,109,
242,3.3,242-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Finnish Travel survey.
2/ Overnight trips abroad, including cruises abroad with overnight on board only."
246,3.1,246-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,"6,668","6,428","6,413","6,566","6,693","7,485","8,238","9,978","9,526","9,783","10,022","10,278","10,480","10,480","10,440","2,690","2,270","6,780",
246,3.2,246-3.2,,,,Overnights visitors (tourists),,Thousands,2/,"5,147","4,918","5,233","4,743","5,314","5,914","5,824","5,857","5,585","5,798","5,902","5,756","5,749","5,854","5,832","6,633","7,274","9,055","8,562","8,731","8,904","9,125","9,330","9,450","9,410","2,330","1,810","6,180",
246,3.3,246-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,766,672,664,712,861,852,964,923,964,"1,052","1,118","1,153","1,150","1,030","1,030",360,450,600,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: DGE. Survey Follow-up of tourism demand (SDT). Resident population aged 15 years and above; trips in Overseas Departments are counted together with those abroad.
250,3.1,250-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,"27,107","33,144","30,960","30,646","29,973","31,153","29,642","30,457","31,941","30,608","29,636","44,265","48,069","49,276","21,287","22,007","39,484",
250,3.2,250-3.2,,,,Overnights visitors (tourists),,Thousands,,"18,686","18,151","17,115","18,077","16,709","19,886","19,265","18,315","18,576","21,131","22,480","22,240","28,103","25,506","25,140","25,041","26,155","25,317","26,062","27,919","26,648","26,483","29,055","30,509","30,407","11,937","13,681","28,085",
250,3.3,250-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,"4,867","5,041","5,454","5,506","4,932","4,998","4,325","4,395","4,023","3,960","3,153","15,209","17,560","18,868","9,350","8,326","11,399",
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,3.1,254-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,3.2,254-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,3.3,254-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,3.1,258-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,3.2,258-3.2,,,,Overnights visitors (tourists),,Thousands,,63,65,..,..,..,..,..,..,..,..,..,..,..,..,88,89,84,83,..,48,55,48,55,47,63,12,..,..,
258,3.3,258-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,3.1,266-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,3.2,266-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,203,187,168,189,219,236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,3.3,266-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,3.1,270-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,3.2,270-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,387,307,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,3.3,270-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,3.1,268-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
268,3.2,268-3.2,,,,Overnights visitors (tourists),,Thousands,,228,219,355,433,373,315,306,317,..,466,857,"1,346","1,473","1,872","1,980","2,086","2,237","2,734","3,220","3,106","3,136","3,400","3,851","3,698","3,780",..,..,..,
268,3.3,268-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Eurostat.
280,3.1,280-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
280,3.2,280-3.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,"55,800","69,200","78,100","80,507","81,551","80,393","85,345","84,859","86,622","81,801","82,099","86,201","85,547","85,872","84,692","82,729","87,459","83,008","83,737","90,966","92,402","108,542","99,533","36,867","48,667","86,623",
280,3.3,280-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,3.1,288-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,168,191,222,233,260,188,..,..,
288,3.2,288-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158,168,192,192,222,160,..,..,
288,3.3,288-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,23,29,40,38,29,..,..,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ The information is based on the border survey conducted by the Bank of Greece.
300,3.1,300-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
300,3.2,300-3.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,765","3,835","3,799","4,941","4,681","4,594","5,802","6,291","7,235","7,685","7,961","7,848","2,324","2,026","5,094",
300,3.3,300-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,3.1,308-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
308,3.2,308-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
308,3.3,308-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,3.1,312-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113,..,..,..,..,..,..,..,..,..,
312,3.2,312-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,3.3,312-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,3.1,316-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,3.2,316-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,3.3,316-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,3.1,320-3.1,,,Total departures,,,Thousands,,333,333,331,391,485,488,580,629,658,854,982,"1,055","1,168","1,277",651,694,718,721,846,992,"1,130","1,195","1,324","1,538","1,703",508,437,"1,411",
320,3.2,320-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,562,585,596,580,686,840,939,"1,053","1,065","1,229","1,299",402,414,"1,185",
320,3.3,320-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89,108,122,141,159,152,191,142,258,309,405,106,22,226,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,3.1,324-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
324,3.2,324-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
324,3.3,324-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,3.1,624-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
624,3.2,624-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
624,3.3,624-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,3.1,328-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,3.2,328-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,3.3,328-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,3.1,332-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,3.2,332-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,3.3,332-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,3.1,340-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,090","1,092","1,072","1,055","1,065","1,150","1,121",727,703,..,..,..,..,
340,3.2,340-3.2,,,,Overnights visitors (tourists),,Thousands,,149,162,183,202,235,274,279,279,277,295,284,295,315,387,395,408,449,464,471,557,692,664,485,501,..,..,..,..,
340,3.3,340-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,682,643,608,584,508,458,457,243,201,..,..,..,..,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,3.1,344-3.1,,,Total departures,,,Thousands,,..,..,..,"47,594","53,144","58,901","61,096","64,540","60,936","68,903","72,300","75,812","80,682","81,911","81,958","84,442","84,816","85,276","84,380","84,519","89,082","91,758","91,304","92,214","94,715","8,261",905,"2,181",
344,3.2,344-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
344,3.3,344-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the coronavirus epidemic in 2020, emergency measures were introduced, border traffic was significantly lower than usual. In the second quarter of 2020, data collection was suspended, so the production of these data was done by model estimation and imputation. Due to the low number of data providers, the reliability of the published data has decreased and they are only to a limited extent comparable with the data of previous periods."
348,3.1,348-3.1,,,Total departures,,,Thousands,,"13,083","12,064","12,173","12,317","10,622","11,065","11,167","12,966","14,283","17,558","17,759","16,597","17,056","17,162","16,640","16,082","16,634","16,143","16,038","16,340","17,276","18,895","20,297","22,805","24,860","12,727","13,258","18,013",
348,3.2,348-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,"6,994","6,007","5,734","6,155","5,672","5,297","5,335","4,881","4,912","5,587","6,382","7,091","7,539","8,649","9,373","3,908","4,358","7,167",
348,3.3,348-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,"10,765","10,590","11,322","11,006","10,969","10,786","11,299","11,262","11,126","10,753","10,893","11,804","12,758","14,156","15,486","8,819","8,901","10,846",
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,3.1,352-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
352,3.2,352-3.2,,,,Overnights visitors (tourists),,Thousands,,166,190,203,227,257,283,..,..,..,..,364,440,460,414,259,299,341,358,365,400,450,536,619,668,611,130,219,..,
352,3.3,352-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Departures of nationals only, irrespective of purpose."
356,3.1,356-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"23,943","26,296","26,915","7,295","8,551","21,600",
356,3.2,356-3.2,,,,Overnights visitors (tourists),,Thousands,1/,"3,056","3,464","3,726","3,811","4,115","4,416","4,564","4,940","5,351","6,213","7,185","8,340","9,783","10,868","11,067","12,988","13,994","14,920","16,626","18,330","20,376","21,872",..,..,"26,689","7,117","8,397",..,
356,3.3,356-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,226,178,154,..,
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,3.1,360-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,"2,205","2,505","3,231","3,478","3,941","4,106","4,967","5,158","5,486","5,053","6,235","6,750","7,454","8,025","8,074","8,176","8,340","8,856","9,468","11,689","2,918","1,711","3,541",
360,3.2,360-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,503,"3,379",
360,3.3,360-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,208",162,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,3.1,364-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,698","6,620","9,007","10,543","7,243",..,"1,550","2,626","9,311",
364,3.2,364-3.2,,,,Overnights visitors (tourists),,Thousands,,"1,000","1,218","1,433","1,690","1,856","2,286","2,400","2,921",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,402",..,
364,3.3,364-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224,..,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,3.1,368-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
368,3.2,368-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
368,3.3,368-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3.1,372-3.1,,,Total departures,,,Thousands,,"2,547","2,733","3,053","3,330","3,576","3,783","4,216","4,634","4,929","5,409","6,113","6,848","7,713","7,877","7,047","6,917","6,514","6,600","6,579","6,676","7,094","7,646","8,171","8,643","9,350","2,326","2,276",..,
372,3.2,372-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
372,3.3,372-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,3.1,376-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
376,3.2,376-3.2,,,,Overnights visitors (tourists),,Thousands,,"2,259","2,505","2,707","2,983","3,203","3,530","3,561","3,273","3,299","3,614","3,687","3,713","4,147","4,207","4,007","4,269","4,387","4,349","4,757","5,181","5,891","6,781","7,597","8,473","9,179","1,544","3,022","8,432",
376,3.3,376-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Border survey of the ""Banca d'Italia"". Number of resident tourists (overnight visitors) abroad."
380,3.1,380-3.1,,,Total departures,,,Thousands,,..,..,"40,196","42,431","42,390","44,628","43,611","44,660","46,357","40,400","43,407","46,369","49,166","54,421","54,839","55,304","52,617","53,338","52,633","55,169","57,418","57,480","60,042","61,195","62,207","21,448","17,588","46,695",
380,3.2,380-3.2,,,,Overnights visitors (tourists),,Thousands,1/,..,"18,173","17,254","17,698","17,361","20,080","20,567","22,978","24,572","21,557","23,147","24,022","25,789","26,464","27,490","28,188","27,831","27,376","26,305","26,862","27,494","29,067","31,805","33,347","34,703","11,960","12,354","24,970",
380,3.3,380-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,"22,942","24,733","25,030","24,548","23,044","21,682","21,785","18,843","20,260","22,347","23,377","27,957","27,349","27,117","24,786","25,963","26,328","28,307","29,925","28,413","28,237","27,848","27,505","9,489","5,234","21,725",
388,0,388-0,JAMAICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,3.1,388-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
388,3.2,388-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
388,3.3,388-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
392,0,392-0,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,3.1,392-3.1,,,Total departures,,,Thousands,,"15,298","16,695","16,803","15,806","16,358","17,819","16,216","16,523","13,296","16,831","17,404","17,535","17,295","15,987","15,446","16,637","16,994","18,491","17,473","16,903","16,214","17,116","17,889","18,954","20,081","3,174",512,"2,772",
392,3.2,392-3.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
392,3.3,392-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
400,0,400-0,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,3.1,400-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,288","2,466","3,086","2,194","1,780","1,744","1,407","1,633","1,745",..,..,..,..,..,..,
400,3.2,400-3.2,,,,Overnights visitors (tourists),,Thousands,,"1,128","1,141","1,233","1,347","1,561","1,625","1,755","1,276","1,229","1,420","1,523","2,139","2,094","1,972","2,054","2,708","1,931","1,567","1,498","1,230",..,"1,511","1,592","1,501","1,537",406,846,"1,399",
400,3.3,400-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,316,412,378,263,214,246,177,..,234,..,..,..,..,..,..,
398,0,398-0,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,3.1,398-3.1,,,Total departures,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,"3,688","4,544","4,330","5,423","6,019","8,020","9,066","10,144","10,450","11,303","9,756","10,261","10,646","10,707","2,865","3,501","7,670",
398,3.2,398-3.2,,,,Overnights visitors (tourists),,Thousands,,..,523,419,502,398,"1,247","2,294","2,274","2,374","3,915","2,975","3,615","4,449","4,239","5,309","5,893","7,852","8,875","9,931","10,230",..,..,..,..,..,..,..,..,
398,3.3,398-3.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,73,95,91,114,126,168,190,213,220,..,..,..,..,..,..,..,..,
404,0,404-0,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Departures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
