INDEX,,,1. INBOUND TOURISM: Tourism expenditure in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
246,1.34,246-1.34,,,Travel,,,US$ Millions,,IMF,"1,640","1,636","1,639","1,630","1,521","1,406","1,438","1,579","1,871","2,068","2,180","2,380","2,837","3,234","2,745","3,026","3,847","3,877","4,041","3,657","2,574","2,649","3,400","3,665","3,725","1,245","1,080","2,233",
246,1.35,246-1.35,,,Passenger transport,,,US$ Millions,,IMF,743,772,719,741,715,629,628,659,808,909,889,"1,135","1,450","1,641","1,327","1,470","1,768","1,541","1,733","1,752","1,437","1,368","1,810","2,097","2,219",512,461,"1,325",
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.33,250-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"31,295","32,088",..,..,"44,551","38,706","37,826","41,113","46,576","53,068","52,126","54,615","63,890","68,034","58,906","56,178","66,133","63,975","66,054","67,402","66,441","63,557","67,717","72,518","70,786","35,796","44,665","67,369","1/ 1999-2004 source: ""Banque de France""."
250,1.34,250-1.34,,,Travel,,,US$ Millions,,IMF,"27,587","28,352","27,402","29,490","37,754","32,857","32,188","35,036","39,421","44,906","43,937","46,527","54,200","57,262","49,616","46,459","55,154","53,327","56,451","58,422","58,326","55,338","59,232","65,362","63,424","32,646","40,582","59,185",
250,1.35,250-1.35,,,Passenger transport,,,US$ Millions,1/,IMF,"3,708","3,736",..,..,"6,797","5,849","5,638","6,077","7,155","8,162","8,189","8,088","9,690","10,772","9,290","9,719","10,979","10,648","9,603","8,980","8,115","8,219","8,485","7,156","7,362","3,150","4,083","8,184",
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.33,254-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,..,51,50,..,42,45,..,..,44,..,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
254,1.34,254-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,1.35,254-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.33,258-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,326,322,345,354,394,..,..,471,651,737,759,..,..,737,618,630,725,720,746,835,758,782,..,..,..,..,..,..,1/ 1995-1999: country data.
258,1.34,258-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,372,480,523,530,463,537,522,440,405,457,435,458,510,466,488,511,642,..,..,..,..,
258,1.35,258-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,99,171,214,229,..,..,215,178,225,268,285,288,325,292,294,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1.33,266-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,94,91,103,110,143,99,46,77,84,74,13,..,26,27,26,89,25,40,61,44,29,..,..,..,..,..,..,..,
266,1.34,266-1.34,,,Travel,,,US$ Millions,,IMF,17,10,19,23,15,20,15,18,15,10,9,..,25,26,26,86,20,34,61,44,25,..,..,..,..,..,..,..,
266,1.35,266-1.35,,,Passenger transport,,,US$ Millions,,IMF,77,81,84,87,128,79,31,59,69,64,4,..,1,0.5,0.2,3,5,6,0.2,..,4,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1.33,270-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,67,76,..,..,..,..,..,58,51,59,69,87,80,64,80,86,104,78,110,92,88,128,174,157,53,67,164,
270,1.34,270-1.34,,,Travel,,,US$ Millions,,IMF,28,66,75,..,..,..,..,..,56,47,58,66,85,80,63,74,78,94,71,105,84,84,122,160,152,47,57,154,
270,1.35,270-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,1,1,..,..,..,..,..,2,4,1,3,2,0.2,1,6,8,10,7,5,8,4,6,14,5,6,10,10,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1.33,268-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,75,229,131,107,136,144,172,209,287,361,440,505,537,737,"1,069","1,565","1,916","1,972","2,049","2,315","2,971","3,518","3,551",586,"1,351","3,782",
268,1.34,268-1.34,,,Travel,,,US$ Millions,,IMF,..,..,47,188,118,97,117,126,147,177,241,313,384,447,476,659,955,"1,411","1,720","1,787","1,868","2,111","2,704","3,222","3,269",542,"1,245","3,517",
268,1.35,268-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,28,41,13,10,19,18,25,32,46,48,56,58,61,78,114,154,196,185,181,204,267,296,282,44,106,265,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.33,280-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"24,053","23,982","24,500","25,806","25,327","24,943","24,182","26,717","30,129","36,417","40,518","45,560","49,320","53,402","47,499","49,116","53,465","51,626","55,486","58,721","50,669","52,234","40,011","42,895","41,779","22,068","22,137","31,257",
280,1.34,280-1.34,,,Travel,,,US$ Millions,,IMF,"18,036","17,616","17,702","18,365","18,230","18,611","18,036","19,297","23,144","27,634","29,111","32,903","36,094","39,921","34,752","34,557","38,928","38,054","41,283","43,277","36,895","37,476","40,011","42,895","41,779","22,068","22,137","31,257",
280,1.35,280-1.35,,,Passenger transport,,,US$ Millions,,IMF,"6,017","6,366","6,798","7,441","7,097","6,332","6,146","7,420","6,985","8,783","11,407","12,657","13,226","13,481","12,747","14,559","14,537","13,572","14,203","15,444","13,774","14,758",..,..,..,..,..,..,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1.33,288-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,30,32,35,304,325,357,374,383,441,495,867,910,990,970,849,706,797,"1,154","1,010","1,027",911,952,919,996,"1,490",191,664,895,
288,1.34,288-1.34,,,Travel,,,US$ Millions,,IMF,11,13,15,284,304,335,351,358,414,466,836,861,908,919,768,620,694,914,853,897,819,846,850,944,"1,425",110,567,830,
288,1.35,288-1.35,,,Passenger transport,,,US$ Millions,,IMF,19,19,20,20,21,22,23,25,27,29,31,49,82,51,81,86,103,240,157,130,92,106,69,52,65,81,97,65,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1.33,300-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"4,182","3,759","3,794",..,"8,839","9,264","9,219","10,012","10,852","12,815","13,455","14,502","15,683","17,608","16,038","13,857","16,269","14,665","17,433","19,489","17,547","16,811","19,139","21,594","23,003","6,193","13,666","20,094",
300,1.34,300-1.34,,,Travel,,,US$ Millions,,IMF,"4,135","3,723","3,773","6,188","8,786","9,221","9,158","9,916","10,776","12,721","13,336","14,409","15,546","17,438","14,691","12,478","14,813","13,210","16,084","17,820","15,665","14,727","16,875","18,821","20,276","5,015","12,351","18,141",
300,1.35,300-1.35,,,Passenger transport,,,US$ Millions,,IMF,47,36,21,..,53,43,61,96,76,94,119,93,137,170,"1,347","1,379","1,456","1,455","1,349","1,669","1,882","2,084","2,264","2,773","2,727","1,178","1,315","1,953",
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.33,308-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
308,1.34,308-1.34,,,Travel,,,US$ Millions,,IMF,76,79,78,83,88,93,83,91,104,86,71,94,129,127,112,112,117,122,120,388,422,437,482,522,560,186,232,569,
308,1.35,308-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.33,312-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,458,496,372,466,375,418,..,..,..,..,306,299,342,384,293,510,582,..,671,..,614,..,..,860,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
312,1.34,312-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,1.35,312-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1.33,316-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,1.34,316-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,1.35,316-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.33,320-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,216,221,270,329,374,498,588,647,646,630,791,919,"1,055","1,098","1,086","1,053","1,077","1,110","1,161","1,164","1,170","1,203","1,218","1,235","1,227",329,393,992,
320,1.34,320-1.34,,,Travel,,,US$ Millions,,IMF,213,216,266,314,356,482,562,620,621,630,791,919,"1,055","1,098","1,086","1,053","1,077","1,110","1,160","1,164","1,169","1,201","1,213","1,231","1,221",327,388,987,
320,1.35,320-1.35,,,Passenger transport,,,US$ Millions,,IMF,3,5,4,15,18,16,26,27,25,..,..,..,..,0.3,0.3,0.3,0.4,..,0.7,0.4,0.5,2,5,4,6,2,5,5,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1.33,324-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,0.9,9.3,4.8,4.3,5.8,7.8,8.2,..,..,..,..,..,1.1,2.4,4.9,2.0,2.1,1.7,..,17.1,27.0,16.6,16.6,4.7,10.4,1.3,12.8,10.6,
324,1.34,324-1.34,,,Travel,,,US$ Millions,,IMF,0.9,6.4,0.1,0.9,1.7,2.0,0.1,..,..,..,..,..,0.2,1.5,2.8,2.0,2.1,1.4,..,16.7,23.0,15.2,16.4,3.4,9.4,1.2,12.6,10.5,
324,1.35,324-1.35,,,Passenger transport,,,US$ Millions,,IMF,0.0,2.9,4.7,3.4,4.1,5.8,8.1,..,0.6,..,5.6,..,0.9,0.9,2.1,0.04,0.02,0.3,..,0.4,4.0,1.4,0.2,1.3,1.0,0.1,0.2,0.1,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.33,624-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,2,2,..,..,..,..,..,14,15,7,..,..,..,12,16,20,19,2.9,16.6,..,
624,1.34,624-1.34,,,Travel,,,US$ Millions,,IMF,..,..,3,..,..,..,3,2,2,1,2,3,28,38,12,13,14,7,17,21,17,12,16,20,19,2.9,16.3,..,
624,1.35,624-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,0.6,1.2,..,..,..,..,..,0.3,0.4,0.2,..,..,..,..,0.1,0.2,0.0,..,0.3,..,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.33,328-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,112,115,111,109,80,65,53,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,1.34,328-1.34,,,Travel,,,US$ Millions,,IMF,33,109,112,108,106,75,61,49,26,27,35,37,50,59,35,80,95,64,77,79,65,104,95,28,27,24,26,..,
328,1.35,328-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,3,3,3,3,5,4,4,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1.33,332-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
332,1.34,332-1.34,,,Travel,,,US$ Millions,,IMF,90,96,107,131,135,128,105,108,96,93,80,126,190,360,416,383,456,447,546,578,609,549,588,620,450,102,110,73,
332,1.35,332-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.33,340-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,85,119,152,175,214,263,260,305,372,420,465,516,547,620,616,627,642,684,618,706,671,585,610,601,558,157,305,552,
340,1.34,340-1.34,,,Travel,,,US$ Millions,,IMF,80,115,146,168,208,260,256,301,364,414,463,515,546,619,616,625,637,679,608,698,664,578,603,592,549,155,303,540,
340,1.35,340-1.35,,,Passenger transport,,,US$ Millions,,IMF,5,4,6,7,6,3,4,4,8,6,2,0.7,0.6,0.8,0.1,2,5,5,10,8,7,7,7,9,9,2,2,12,
344,0,344-0,"HONG KONG, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1.33,344-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,..,"7,286","7,307","8,194","7,923","9,849","9,004","11,874","13,588","15,476","18,237","20,236","20,291","27,208","33,169","37,098","42,426","46,259","42,229","37,654","38,138","42,521","33,045",..,..,..,"1/ The expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF) (Source: HKTB Visitors Survey).
2020-2022: IMF data, not comparable with those of previous years."
344,1.34,344-1.34,,,Travel,,,US$ Millions,1/,country,"9,604","11,994","9,979","5,612","5,463","5,865","5,904","7,410","7,072","8,918","10,179","11,461","13,566","15,018","15,978","21,689","27,038","31,205","36,108","39,423","35,574","31,246","31,682","35,442","26,493","2,856","1,850","3,148",
344,1.35,344-1.35,,,Passenger transport,,,US$ Millions,1/,country,..,..,..,"1,674","1,844","2,329","2,019","2,439","1,932","2,956","3,409","4,015","4,671","5,218","4,313","5,519","6,131","5,893","6,318","6,836","6,655","6,408","6,456","7,079","6,552",..,..,..,
348,0,348-0,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1.33,348-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"2,938","3,589","3,824","3,688","3,622","3,809","4,191","3,774","4,119","4,009","4,761","4,998","5,628","7,533","7,013","6,595","7,239","6,149","6,671","7,483","6,929","7,481","8,448","9,618","10,225","4,223","5,791","8,984",
348,1.34,348-1.34,,,Travel,,,US$ Millions,,IMF,"2,928","3,562","3,797","3,646","3,565","3,733","4,154","3,728","4,061","3,914","4,120","4,254","4,739","6,443","5,976","5,587","5,929","5,057","5,362","5,864","5,320","5,674","6,233","6,887","7,283","3,229","4,157","5,573",
348,1.35,348-1.35,,,Passenger transport,,,US$ Millions,,IMF,10,27,27,42,57,76,37,46,58,95,641,744,889,"1,090","1,037","1,008","1,310","1,092","1,309","1,619","1,609","1,807","2,215","2,731","2,942",994,"1,634","3,411",
352,0,352-0,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1.33,352-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,309,312,314,372,380,386,383,415,486,558,635,702,848,881,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
352,1.34,352-1.34,,,Travel,,,US$ Millions,,IMF,186,176,173,207,222,227,232,256,319,370,413,478,601,624,550,562,752,866,"1,084","1,396","1,630","2,429","3,020","3,134","2,689",654,"1,303","2,468",
352,1.35,352-1.35,,,Passenger transport,,,US$ Millions,,IMF,123,136,141,165,158,159,151,159,167,188,222,224,247,257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
356,0,356-0,INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1.33,356-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,"3,598","3,342","3,300","4,560","6,307","7,659","8,915","11,234","12,462",..,..,..,"18,340","19,042","20,756","21,472","23,111","27,878","29,143","31,661","13,413","9,135","22,410",
356,1.34,356-1.34,,,Travel,,,US$ Millions,,IMF,"2,582","2,831","2,890","2,949","3,010","3,460","3,198","3,102","4,463","6,170","7,493","8,634","10,730","11,832","11,136","14,490","17,708","17,972","18,397","19,700","21,013","22,427","27,365","28,568","30,720","13,036","8,650","21,360",
356,1.35,356-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,138,144,198,97,137,166,281,504,630,..,..,..,368,645,"1,056",459,684,513,575,941,377,485,"1,050",
360,0,360-0,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1.33,360-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,"5,797","4,461","5,226","5,094","4,890","5,831","8,150","6,053","7,618","9,038","9,463","10,302","11,567","12,054","12,566","14,691","17,915","18,405","3,603",548,"7,036",
360,1.34,360-1.34,,,Travel,,,US$ Millions,,IMF,"5,229","6,184","6,648","4,255","4,352","4,975","5,277","5,285","4,037","4,798","4,522","4,448","5,346","7,377","5,598","6,958","7,997","8,324","9,119","10,261","10,761","11,206","13,139","16,426","16,911","3,382",521,"6,719",
360,1.35,360-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,512,424,428,572,442,485,773,455,660,"1,041","1,139","1,183","1,306","1,293","1,360","1,552","1,489","1,494",221,27,317,
364,0,364-0,"IRAN, ISLAMIC REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.33,364-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,CB,205,142,190,656,559,677,"1,122","1,607","1,266","1,305","1,025","1,464","1,950","1,978","2,259","2,631","2,489","2,483","3,306","4,197","4,771","4,634","4,531","5,252",..,..,..,..,1/ From 2000 Source: Central Bank of Islamic Republic of Iran.
364,1.34,364-1.34,,,Travel,,,US$ Millions,1/,CB,67,19,16,490,403,467,891,"1,357","1,033","1,044",791,"1,216","1,677","1,737","2,055","2,438","2,348","2,345","3,054","3,841","4,388","4,288","4,193","5,024",..,..,..,..,
364,1.35,364-1.35,,,Passenger transport,,,US$ Millions,1/,CB,138,123,174,166,156,210,231,250,233,261,234,248,273,241,204,193,141,138,252,356,383,346,338,228,..,..,..,..,
368,0,368-0,IRAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.33,368-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,186,170,555,867,"1,432","1,736","1,557","1,640","1,682","1,938","2,833","3,120","2,959","1,986","3,593",955,"1,963",..,1/ 1995-2002 Source: Central Bank of Iraq.
368,1.34,368-1.34,,,Travel,,,US$ Millions,1/,IMF,18,15,14,15,1,2,15,45,..,..,168,144,516,845,"1,405","1,660","1,543","1,634","1,682","1,938","2,833","3,120","2,959","1,986","3,593",955,"1,963",..,
368,1.35,368-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,18,26,39,22,27,76,14,6,..,..,..,..,..,..,..,..,..,..,
372,0,372-0,IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.33,372-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"2,698","3,022","3,181",..,"3,403","3,517","3,789","4,228","5,206","6,075","6,779","7,668","9,260","9,972","8,465","8,185","9,532","9,255","10,165","11,101","11,476","12,649","14,294","15,276","14,808","4,665","5,207","14,186",
372,1.34,372-1.34,,,Travel,,,US$ Millions,,IMF,"2,211","2,470","2,578","3,297","2,621","2,615","2,791","3,097","3,862","4,375","4,781","5,372","6,072","6,359","4,964","4,085","4,215","3,866","4,470","4,864","4,783","5,199","5,662","6,782","6,417","2,372","2,662","6,947",
372,1.35,372-1.35,,,Passenger transport,,,US$ Millions,,IMF,487,552,603,..,782,902,998,"1,131","1,344","1,700","1,998","2,296","3,188","3,613","3,501","4,100","5,317","5,389","5,695","6,237","6,693","7,450","8,632","8,494","8,391","2,293","2,545","7,239",
376,0,376-0,ISRAEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.33,376-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"3,491","3,506","3,740","3,598","4,800","4,611","2,854","2,426","2,473","3,169","3,750","3,736","4,325","5,401","4,937","5,638","5,886","6,183","6,600","6,616","6,605","6,616","7,602","7,969","8,378","2,629","2,356","6,266",1/ Including the expenditures of foreign workers in Israel.
376,1.34,376-1.34,,,Travel,,,US$ Millions,1/,IMF,"2,993","3,053","3,295","3,157","4,304","4,114","2,560","2,145","2,132","2,737","3,189","3,196","3,672","4,650","4,314","4,920","5,161","5,449","5,831","5,887","5,899","5,912","6,834","7,146","7,539","2,468","2,146","5,518",
376,1.35,376-1.35,,,Passenger transport,,,US$ Millions,,IMF,498,453,445,441,496,497,294,281,341,432,561,540,653,751,623,718,725,734,769,729,706,704,768,823,839,161,210,748,
380,0,380-0,ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1.33,380-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"30,411","31,884","31,415","31,339","29,570","28,712","26,924","28,213","32,623","37,893","38,364","41,666","46,134",..,..,..,..,..,..,..,"41,415","42,423","46,719","51,602","51,910","20,317","25,355","44,848",
380,1.34,380-1.34,,,Travel,,,US$ Millions,,IMF,"28,717","30,015","29,714","29,814","28,349","27,498","25,829","26,893","31,277","35,398","35,310","38,276","42,650","46,217","40,407","38,432","43,271","40,943","43,825","45,562","39,433","40,381","44,580","49,066","49,521","19,895","24,968","43,699",
380,1.35,380-1.35,,,Passenger transport,,,US$ Millions,,IMF,"1,694","1,869","1,701","1,525","1,221","1,214","1,095","1,320","1,346","2,495","3,054","3,390","3,484",..,..,..,..,..,..,..,"1,982","2,042","2,139","2,536","2,389",422,387,"1,149",
388,0,388-0,JAMAICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1.33,388-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"1,199","1,218","1,290","1,380","1,486","1,577","1,494","1,482","1,621","1,733","1,783","2,094","2,142","2,222","2,070","2,095","2,060",..,..,..,..,..,..,..,..,..,..,..,
388,1.34,388-1.34,,,Travel,,,US$ Millions,,IMF,"1,069","1,092","1,131","1,197","1,280","1,333","1,232","1,209","1,355","1,438","1,545","1,870","1,910","1,976","1,925","2,001","2,013","2,069","2,074","2,255","2,401","2,539","2,809","3,099","3,639","1,256","2,095","3,621",
388,1.35,388-1.35,,,Passenger transport,,,US$ Millions,,IMF,130,126,159,183,206,244,262,273,266,295,238,224,232,246,145,94,47,..,..,..,..,..,..,..,..,..,..,..,
392,0,392-0,JAPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1.33,392-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"4,894","5,775","6,175","5,664","5,715","5,970","5,750","6,069","11,475","14,343","15,554","11,490","12,422","13,781","12,537","15,356","12,533","16,197","16,865","20,790","27,285","33,456","36,978","45,276","49,209","11,396","5,351","10,633","1/ 2003: the calculation method has been changed since January 2003.
2006: the calculation method has been changed since January 2006."
392,1.34,392-1.34,,,Travel,,,US$ Millions,1/,IMF,"3,224","4,081","4,329","3,743","3,431","3,373","3,306","3,497","8,848","11,265","12,430","8,470","9,345","10,820","10,329","13,224","11,000","14,581","15,093","18,812","24,968","30,752","34,065","42,093","46,054","10,598","4,859","8,931",
392,1.35,392-1.35,,,Passenger transport,,,US$ Millions,,IMF,"1,670","1,694","1,846","1,921","2,284","2,597","2,444","2,572","2,627","3,078","3,124","3,020","3,077","2,961","2,208","2,132","1,533","1,616","1,772","1,978","2,317","2,704","2,913","3,183","3,155",798,492,"1,702",
400,0,400-0,JORDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1.33,400-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,973,"1,026","1,063","1,083","1,016",935,884,"1,254","1,266","1,621","1,759","2,426","2,754","3,539","3,472","4,390","4,351","5,123","5,145","5,518","4,968","4,943","5,549","6,221","6,765","1,745","3,426","6,913",
400,1.34,400-1.34,,,Travel,,,US$ Millions,,IMF,660,744,774,853,795,723,700,"1,048","1,062","1,330","1,441","2,060","2,311","2,943","2,911","3,585","3,425","4,061","4,117","4,375","4,065","4,044","4,639","5,249","5,786","1,409","2,758","5,808",
400,1.35,400-1.35,,,Passenger transport,,,US$ Millions,,IMF,313,282,289,230,221,212,184,206,204,291,318,366,443,596,561,805,926,"1,062","1,028","1,143",903,899,910,972,979,336,668,"1,105",
398,0,398-0,KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1.33,398-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,155,258,350,454,394,403,502,680,638,803,801,973,"1,214","1,255","1,185","1,236","1,524","2,154","2,365","2,239","1,833","2,038","2,356","2,651","2,915",743,761,"1,734",
398,1.34,398-1.34,,,Travel,,,US$ Millions,,IMF,122,199,289,407,363,356,452,622,564,718,701,838,"1,014","1,012",963,"1,005","1,209","1,929","2,108","2,000","1,632","1,858","2,135","2,255","2,456",613,608,"1,491",
398,1.35,398-1.35,,,Passenger transport,,,US$ Millions,,IMF,33,59,61,47,31,47,50,58,74,85,100,135,200,243,222,231,315,225,257,239,201,180,221,396,459,130,153,243,
404,0,404-0,KENYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1.33,404-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,785,823,"1,077","1,213","1,211",500,536,513,619,799,969,"1,181","1,514","1,398","1,124","1,620","1,844","2,004","1,829","1,745","1,596","1,472","1,564","1,784","1,762",739,"1,222","1,704",
404,1.34,404-1.34,,,Travel,,,US$ Millions,,IMF,423,462,655,725,705,283,309,276,347,486,579,687,917,752,690,800,926,935,881,811,724,824,916,"1,072","1,007",541,844,"1,110",
