INDEX,,,1. INBOUND TOURISM: Tourism expenditure in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
682,1.33,682-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,..,..,..,"3,418",..,..,..,"6,907","6,775","6,744","7,536","9,317","8,400","8,690","9,263","11,183","13,438","15,020","16,974","19,849","4,646","4,639","26,517","1/ 2003: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
2/ The country provides UNWTO with aggregate expenditure figures that differ significantly from the International Monetary Fund data used in the preparation of this edition of the Compendium. The country figures (Ministry of Tourism estimates) are as follows (US$ Mn):
                 2017            2018       2019          2020      2021       2022

1.33      32,490    31,397    34,980      7,002     5,293    29,422
1.34      26,074    24,927    27,561      5,360     3,924    26,212
1.35        6,415      6,470       7,419      1,642     1,369      3,210

1.36      26,074    24,927    27,561      5,360     3,924    26,212
1.37      21,172    20,532    22,115      4,456     2,514    22,391
1.38        4,902       4,396      5,446         905     1,410      3,821"
682,1.34,682-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,"6,486","4,626","4,769","5,971","5,910","5,995","6,712","8,459","7,432","7,651","8,238","10,130","11,096","12,056","13,790","16,431","4,036","3,817","23,475",
682,1.35,682-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,936,865,749,824,858,968,"1,039","1,025","1,053","2,342","2,964","3,184","3,418",610,822,"3,042",
686,0,686-0,SENEGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1.33,686-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,168,164,171,181,183,152,175,210,269,286,334,329,622,640,475,464,525,469,495,482,417,439,470,557,586,136,416,..,
686,1.34,686-1.34,,,Travel,,,US$ Millions,,IMF,168,156,162,172,174,144,174,190,209,211,242,250,531,545,464,453,469,407,439,424,369,390,420,496,516,123,360,..,
686,1.35,686-1.35,,,Passenger transport,,,US$ Millions,,IMF,0,8,9,9,9,8,1,20,60,75,92,79,91,95,11,11,56,62,56,58,48,49,50,61,70,13,56,..,
688,0,688-0,SERBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1.33,688-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,77,159,220,308,416,"1,018","1,114",986,950,"1,149","1,080","1,221","1,352","1,322","1,461","1,706","1,941","2,000","1,430","2,179","3,074",1/ 2002-2006: the expenditure figures are those provided by the country to UNWTO.
688,1.34,688-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,866,942,866,799,990,921,"1,053","1,142","1,048","1,151","1,345","1,547","1,604","1,245","1,882","2,592",
688,1.35,688-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,152,172,120,151,159,159,168,210,274,310,361,394,396,185,297,482,
891,0,891-0,SERBIA AND MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1.33,891-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,42,43,45,40,19,30,54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
891,1.34,891-1.34,,,Travel,,,US$ Millions,,IMF,42,43,45,40,19,30,54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
891,1.35,891-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
690,0,690-0,SEYCHELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1.33,690-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,224,182,195,191,202,225,221,247,258,256,269,323,396,408,349,352,380,429,484,481,483,751,843,852,884,334,594,964,
690,1.34,690-1.34,,,Travel,,,US$ Millions,,IMF,129,141,157,135,136,139,146,164,171,172,192,228,326,309,257,274,291,388,430,398,392,660,741,800,856,327,588,935,
690,1.35,690-1.35,,,Passenger transport,,,US$ Millions,,IMF,95,41,38,56,66,86,75,83,87,84,77,95,70,99,92,78,89,41,54,83,91,91,102,52,28,7,6,29,
694,0,694-0,SIERRA LEONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1.33,694-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
694,1.34,694-1.34,,,Travel,,,US$ Millions,,IMF,57,29,10,6,6,10,14,38,60,58,64,23,22,34,25,26,44,47,66,35,37,41,39,39,43,39,23,..,
694,1.35,694-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
702,0,702-0,SINGAPORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1.33,702-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
702,1.34,702-1.34,,,Travel,,,US$ Millions,,IMF,"7,611","7,402","6,326","4,603","5,089","5,142","4,641","4,458","3,842","5,327","6,209","7,536","9,066","10,615","9,225","14,178","17,929","18,795","19,231","19,161","16,617","18,974","19,914","20,411","20,300","5,355","4,109","11,794",
702,1.35,702-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,0,658-0,SINT EUSTATIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1.33,658-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,1.34,658-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
658,1.35,658-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
663,0,663-0,SINT MAARTEN (DUTCH PART),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1.33,663-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,665,667,619,681,729,854,871,922,913,871,646,468,708,243,499,974,1/ 1995-2006: Source: Central Bank of the Netherlands Antilles - Including the estimates for Saba and Saint Eustatius.
663,1.34,663-1.34,,,Travel,,,US$ Millions,1/,IMF,349,322,379,430,443,511,484,489,538,626,659,651,662,663,616,674,719,842,857,906,898,857,630,453,682,234,492,957,
663,1.35,663-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,3,4,3,7,10,12,14,16,15,14,16,15,26,9,7,18,
703,0,703-0,SLOVAKIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1.33,703-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,630,681,555,493,465,441,649,742,876,931,"1,282","1,655","2,352","3,096","2,541","2,334","2,515","2,365","2,702","2,642","2,480","2,812","3,024","3,318","3,350","1,340","1,179","1,481",
703,1.34,703-1.34,,,Travel,,,US$ Millions,,IMF,623,673,545,488,461,433,641,736,865,905,"1,210","1,521","2,026","2,681","2,343","2,227","2,432","2,295","2,653","2,600","2,430","2,751","2,937","3,193","3,200","1,305","1,110","1,341",
703,1.35,703-1.35,,,Passenger transport,,,US$ Millions,,IMF,7,8,10,5,4,8,8,6,11,26,72,134,326,415,198,107,83,70,49,42,50,61,87,125,150,35,69,140,
705,0,705-0,SLOVENIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.33,705-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,"1,128","1,280","1,225","1,135","1,011","1,016","1,059","1,152","1,427","1,725","1,894","2,075","2,464","2,955","2,817","2,808","3,048","2,793","2,966","3,052","2,594","2,718","3,055","3,378","3,353","1,461","2,032","3,142","1/ Since 2016: the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
705,1.34,705-1.34,,,Travel,,,US$ Millions,,IMF,"1,084","1,240","1,181","1,088",958,961,"1,001","1,086","1,342","1,624","1,795","1,961","2,282","2,697","2,602","2,627","2,850","2,626","2,778","2,843","2,399","2,518","2,869","3,181","3,180","1,413","1,983","3,090",
705,1.35,705-1.35,,,Passenger transport,,,US$ Millions,,IMF,44,40,44,47,53,55,58,66,85,101,99,114,182,258,215,181,198,167,188,209,195,200,186,196,173,48,49,52,
90,0,90-0,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1.33,90-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,17,16,10,7,10,4,9,1,2,4,6,31,33,31,39,51,66,65,71,65,60,71,79,92,82,7,..,14,
90,1.34,90-1.34,,,Travel,,,US$ Millions,,IMF,16,14,7,7,6,4,5,1,2,4,2,21,23,28,33,44,57,54,61,56,51,59,67,81,71,6,..,5,
90,1.35,90-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,2,3,1,4,0.1,3.6,0.1,0.1,0.02,5,10,11,4,6,7,9,11,10,9,9,12,12,11,11,1,..,9,
706,0,706-0,SOMALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1.33,706-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
706,1.34,706-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
706,1.35,706-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
710,0,710-0,SOUTH AFRICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.33,710-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"2,654","3,137","3,422","3,419","3,407","3,338","3,256","3,695","6,674","7,571","8,629","9,211","10,226","9,178","8,684","10,309","10,706","11,202","10,468","10,484","9,140","8,807","9,706","9,789","9,064","2,716","2,113","4,793",
710,1.34,710-1.34,,,Travel,,,US$ Millions,,IMF,"2,126","2,615","2,851","2,854","2,800","2,677","2,569","2,923","5,712","6,513","7,516","8,120","8,779","7,956","7,624","9,085","9,515","9,996","9,245","9,338","8,259","7,919","8,817","8,989","8,390","2,607","2,108","4,738",
710,1.35,710-1.35,,,Passenger transport,,,US$ Millions,,IMF,528,522,571,565,607,661,687,772,962,"1,058","1,113","1,091","1,447","1,222","1,060","1,224","1,191","1,206","1,223","1,146",881,888,889,800,674,109,5,55,
728,0,728-0,SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1.33,728-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,24,26,12,..,..,..,25,
728,1.34,728-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,17,23,16,1,..,..,..,6,
728,1.35,728-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,0.5,10,11,6,..,14,19,
724,0,724-0,SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1.33,724-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"27,369","29,751","28,649","31,592",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
724,1.34,724-1.34,,,Travel,,,US$ Millions,,IMF,"25,368","27,168","26,185","29,117","32,733","31,528","32,519","34,130","42,786","48,746","51,959","56,181","63,491","68,875","59,795","58,348","67,809","62,936","68,414","71,656","62,449","66,982","75,906","81,420","79,571","18,379","34,183","72,097",
724,1.35,724-1.35,,,Passenger transport,,,US$ Millions,,IMF,"2,001","2,583","2,464","2,475",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
144,0,144-0,SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.33,144-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,367,282,351,369,414,388,347,594,709,808,729,733,750,803,754,"1,044","1,421","1,756","2,506","3,278","3,978","4,591","5,083","5,608","4,663","1,076",615,"1,357",
144,1.34,144-1.34,,,Travel,,,US$ Millions,,IMF,226,166,209,230,273,248,213,363,441,513,429,410,385,342,350,576,830,"1,039","1,715","2,431","2,981","3,518","3,925","4,381","3,607",682,507,"1,136",
144,1.35,144-1.35,,,Passenger transport,,,US$ Millions,,IMF,141,116,142,139,141,140,134,231,268,295,300,323,365,461,404,468,591,717,791,847,997,"1,073","1,158","1,227","1,056",394,108,221,
275,0,275-0,STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1.33,275-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ West Bank and Gaza.
275,1.34,275-1.34,,,Travel,,,US$ Millions,1/,IMF,255,242,239,346,377,94,14,14,66,84,52,25,99,146,193,409,615,469,510,412,308,234,241,301,726,465,615,415,
275,1.35,275-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,0,736-0,SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1.33,736-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,1.34,736-1.34,,,Travel,,,US$ Millions,,IMF,8,8,4,2,2,5,3,108,17,21,114,194,390,255,231,82,179,772,773,967,949,"1,009","1,029","1,043",821,689,"1,077","1,065",
736,1.35,736-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,0,740-0,SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1.33,740-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,52,44,38,36,45,42,26,17,18,52,96,109,73,83,70,69,69,79,92,103,99,74,61,73,64,19,14,32,
740,1.34,740-1.34,,,Travel,,,US$ Millions,,IMF,21,14,9,2,9,16,14,3,4,17,45,95,67,77,64,61,61,71,84,95,88,65,46,56,53,15,13,26,
740,1.35,740-1.35,,,Passenger transport,,,US$ Millions,,IMF,31,30,29,34,36,26,12,14,14,35,51,14,6,6,6,8,8,8,8,8,11,9,15,17,11,4,1,6,
752,0,752-0,SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1.33,752-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"4,390","4,534","4,025","4,997","4,943","4,825","5,200","5,671","6,548","7,686","7,628","9,714","11,889","11,732","9,769","10,674",..,..,..,..,..,..,..,..,..,..,..,..,
752,1.34,752-1.34,,,Travel,,,US$ Millions,,IMF,"3,471","3,686","3,600","4,188","4,132","4,064","4,253","4,710","5,304","6,198","6,554","8,375","10,216","9,996","7,807","8,336","10,209","10,104","9,166","9,231","8,374","9,129","10,019","9,973","9,173","4,347","6,062","8,962",
752,1.35,752-1.35,,,Passenger transport,,,US$ Millions,,IMF,919,848,425,809,811,761,947,961,"1,244","1,488","1,074","1,339","1,673","1,736","1,962","2,338",..,..,..,..,..,..,..,..,..,..,..,..,
756,0,756-0,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1.33,756-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"11,354","10,779","10,036","10,188","9,135","9,058","9,392","9,198","10,427","11,217","11,914","12,961","14,934","18,016","17,023","17,883","20,809","19,567","20,239","21,355","20,138","19,784","20,398","21,296","21,378","11,110","12,123","19,225",
756,1.34,756-1.34,,,Travel,,,US$ Millions,,IMF,"9,459","8,891","7,945","7,991","6,839","6,566","6,716","7,231","8,424","9,288","9,891","10,784","12,223","14,698","14,340","14,811","17,148","15,994","16,677","17,765","16,927","16,749","17,250","17,996","18,076","10,143","11,002","16,200",
756,1.35,756-1.35,,,Passenger transport,,,US$ Millions,,IMF,"1,895","1,888","2,091","2,197","2,296","2,492","2,676","1,967","2,003","1,929","2,023","2,177","2,711","3,318","2,683","3,072","3,661","3,573","3,562","3,590","3,211","3,035","3,148","3,300","3,302",967,"1,121","3,025",
760,0,760-0,SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1.33,760-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,877,"1,883","2,035","2,113","2,972","3,176","3,781","6,308","1,816",..,..,..,..,..,..,..,..,..,..,..,
760,1.34,760-1.34,,,Travel,,,US$ Millions,,IMF,"1,258","1,165","1,013","1,017","1,031","1,082","1,150",970,773,"1,800","1,944","2,025","2,884","3,150","3,757","6,190","1,753",..,..,..,..,..,..,..,..,..,..,..,
760,1.35,760-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,104,83,91,88,88,26,24,118,63,..,..,..,..,..,..,..,..,..,..,..,
158,0,158-0,TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.33,158-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,"3,985","4,219","3,943","3,800","4,057","4,253","4,849","5,077","3,578","4,670","5,740","5,956","6,274","7,156","7,956","10,387","13,067","14,115","14,782","17,419","16,987","12,824","14,847","16,366","17,102","2,346",860,"3,381",1/ Source from 2017: Central Bank of Taiwan.
158,1.34,158-1.34,,,Travel,,,US$ Millions,,IMF,"3,287","3,636","3,403","3,372","3,571","3,738","4,335","4,583","2,977","4,054","4,977","5,136","5,213","5,937","6,816","8,721","11,065","11,770","12,323","14,614","14,387","10,374","12,315","13,704","14,411","1,800",744,"2,747",
158,1.35,158-1.35,,,Passenger transport,,,US$ Millions,,IMF,698,583,540,428,486,515,514,494,601,616,763,820,"1,061","1,219","1,140","1,666","2,002","2,345","2,459","2,805","2,600","2,450","2,532","2,662","2,691",546,116,634,
762,0,762-0,TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1.33,762-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,5.0,6.2,9.6,9.1,11.2,16.5,23.7,19.5,142,184,287,233,220,146,150,172,171,179,102,99,74,
762,1.34,762-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,1.6,1.5,1.2,1.6,2.1,3.3,4.2,2.4,2.5,1.1,1.6,1.3,1.2,1.0,3.6,7.6,8.9,13.7,6.4,11.1,18.0,
762,1.35,762-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,3.4,4.7,8.4,7.5,9.1,13.2,19.5,17.1,139,183,285,232,219,145,146,164,162,165,96,88,56,
834,0,834-0,"TANZANIA, UNITED REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1.33,834-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,343,404,467,381,626,639,654,762,835,986,"1,215","1,293","1,192","1,279","1,383","1,754","1,939","2,047","1,924","2,149","2,265","2,465","2,625",726,"1,324","2,544",
834,1.34,834-1.34,,,Travel,,,US$ Millions,,IMF,502,473,339,399,464,377,615,635,647,746,824,950,"1,199","1,289","1,160","1,255","1,353","1,713","1,880","2,010","1,902","2,132","2,250","2,449","2,604",715,"1,310","2,528",
834,1.35,834-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,4,5,3,4,11,4,7,16,11,36,16,4,32,24,30,41,59,37,22,17,15,16,20,11,14,16,
764,0,764-0,THAILAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1.33,764-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"9,257","10,367","9,052","7,954","9,416","9,935","9,378","10,388","10,456","13,054","12,103","16,624","20,625","22,510","19,811","23,796","30,924","34,565","41,765","38,451","44,851","48,459","57,057","61,383","64,371","14,573","5,276","16,492",
764,1.34,764-1.34,,,Travel,,,US$ Millions,,IMF,"8,035","9,089","7,660","6,174","7,028","7,483","7,075","7,901","7,856","10,043","9,576","13,401","16,669","18,173","16,056","20,104","27,184","30,654","37,807","34,822","41,246","44,786","52,376","56,366","59,810","13,403","5,134","14,918",
764,1.35,764-1.35,,,Passenger transport,,,US$ Millions,,IMF,"1,222","1,278","1,392","1,780","2,388","2,452","2,303","2,487","2,600","3,011","2,527","3,223","3,956","4,337","3,755","3,692","3,740","3,911","3,958","3,629","3,605","3,673","4,681","5,017","4,561","1,170",142,"1,574",
626,0,626-0,TIMOR-LESTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1.33,626-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,1.34,626-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,20,26,14,16,24,18,21,29,35,51,58,73,78,70,26,12,43,
626,1.35,626-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,0,768-0,TOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,1.33,768-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,15,10,11,14,16,26,25,27,23,38,44,73,105,209,206,233,233,212,223,245,269,264,151,..,..,
768,1.34,768-1.34,,,Travel,,,US$ Millions,,IMF,13,10,12,11,7,8,11,13,15,19,20,21,34,40,68,66,98,111,125,125,114,119,138,153,149,77,..,..,
768,1.35,768-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,4,3,3,3,3,11,6,7,2,4,4,5,39,111,95,108,108,98,104,107,116,115,74,..,..,
776,0,776-0,TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1.33,776-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,13,15,..,15,18,18,17,33,40,47,38,46,53,49,48,57,48,9,10,"1/ 1999, 2000 Source: National Reserve Bank of Tonga."
776,1.34,776-1.34,,,Travel,,,US$ Millions,1/,IMF,10,13,16,8,9,7,7,6,10,13,15,16,14,18,18,16,31,38,44,36,43,51,48,48,57,47,9,10,
776,1.35,776-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,0.3,0.1,..,0.8,0.5,0.5,1.1,1.1,1.8,2.6,2.3,3.1,1.4,0.3,0.1,0.2,0.7,0.0,0.06,
780,0,780-0,TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1.33,780-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,232,262,344,356,365,371,361,402,437,568,593,517,621,557,548,630,650,852,856,875,809,708,717,541,481,152,117,506,
780,1.34,780-1.34,,,Travel,,,US$ Millions,,IMF,77,108,193,201,210,213,201,242,249,341,453,382,463,397,367,450,472,413,430,447,531,464,453,429,436,144,53,324,
780,1.35,780-1.35,,,Passenger transport,,,US$ Millions,,IMF,155,154,151,155,155,158,160,160,188,227,140,135,158,160,181,180,178,439,426,428,278,244,264,112,45,8,64,181,
788,0,788-0,TUNISIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1.33,788-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,"1,838","1,895","1,858","1,980","2,118","1,977","2,061","1,831","1,935","2,432","2,800","2,999","3,373","3,909","3,524","3,477","2,529","2,931","2,863","3,042","1,869","1,706","1,782","2,632","3,030","1,153","1,462","2,546",
788,1.34,788-1.34,,,Travel,,,US$ Millions,,IMF,"1,530","1,588","1,543","1,657","1,827","1,682","1,751","1,523","1,583","1,970","2,143","2,275","2,575","2,953","2,773","2,645","1,914","2,227","2,191","2,359","1,381","1,236","1,305","2,053","2,463",998,"1,246","2,028",
788,1.35,788-1.35,,,Passenger transport,,,US$ Millions,,IMF,308,307,315,323,291,295,310,308,352,462,657,724,798,956,751,832,615,704,672,683,488,470,477,579,567,155,216,518,
792,0,792-0,TÜRKIYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,1.33,792-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,"20,760","19,137","21,662","26,446","26,331","26,318","30,302","32,248","38,748","40,859","36,347","26,875","32,483","37,505","45,789","16,719","33,706","57,849","1/ 2001, 2002: country data. From 2001 including expenditure of the nationals residing abroad."
792,1.34,792-1.34,,,Travel,,,US$ Millions,1/,IMF,"4,957","5,650","7,002","7,177","5,203","7,636","10,067","11,901","13,203","15,888","19,191","17,457","19,430","23,365","22,980","22,585","25,054","26,027","28,761","30,383","27,315","19,113","22,968","25,934","34,305","13,330","26,634","41,176",
792,1.35,792-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,"1,569","1,680","2,232","3,081","3,351","3,733","5,248","6,221","9,987","10,476","9,032","7,762","9,515","11,571","11,484","3,389","7,072","16,673",
795,0,795-0,TURKMENISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1.33,795-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
795,1.34,795-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
795,1.35,795-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
796,0,796-0,TURKS AND CAICOS ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1.33,796-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,53,99,113,157,238,285,311,292,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ 1995-2002: country data.
