INDEX,,,1. INBOUND TOURISM: Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1.22,410-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,0,414-0,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.19,414-1.19,,,Total,,,Thousands,,VF,"1,451","1,565","1,637","1,763","1,884","1,944","2,072","2,315","2,602","3,055","3,474","3,899","4,482","4,735","5,088","5,208","5,574","5,729","6,217","6,528","6,941","7,055","7,407","8,508","8,565","2,161","1,606",..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.20,414-1.20,,,,Air,,Thousands,,,807,859,878,903,961,929,994,"1,139","1,272","1,525","1,657","1,857","2,126","2,248","2,425","2,512","2,571","2,670","2,914","3,114","3,390","3,604","3,942","4,314","4,277","1,027",890,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.21,414-1.21,,,,Water,,Thousands,,,37,34,28,41,57,62,57,56,52,48,41,39,31,33,35,27,24,21,30,28,22,31,39,41,38,3,1,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1.22,414-1.22,,,,Land,,Thousands,,,607,672,731,819,866,953,"1,021","1,120","1,278","1,482","1,776","2,003","2,325","2,454","2,628","2,669","2,979","3,038","3,273","3,385","3,529","3,420","3,426","4,153","4,250","1,131",714,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,0,417-0,KYRGYZSTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.19,417-1.19,,,Total,,,Thousands,,TF,..,..,..,290,165,172,198,183,..,..,..,185,243,305,283,260,337,348,414,413,402,321,421,423,235,69,144,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.20,417-1.20,,,,Air,,Thousands,,,..,..,..,44,24,14,46,40,..,..,..,56,91,110,95,131,238,272,370,388,386,308,408,408,219,68,144,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.21,417-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.22,417-1.22,,,,Land,,Thousands,,,..,..,..,246,141,158,152,143,..,..,..,129,152,195,188,129,99,76,44,25,16,13,13,15,16,1,0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,0,418-0,LAO PEOPLE´S DEMOCRATIC REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.19,418-1.19,,,Total,,,Thousands,,VF,346,403,463,500,614,737,674,736,636,895,"1,095","1,215","1,624","1,737","2,008","2,513","2,724","3,330","3,779","4,159","4,684","4,239","3,869","4,186","4,791",886,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.20,418-1.20,,,,Air,,Thousands,,,35,47,51,65,66,92,95,147,159,242,438,389,650,556,582,"1,030","1,329",340,421,500,520,579,520,613,"1,907",175,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.21,418-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1.22,418-1.22,,,,Land,,Thousands,,,311,356,412,435,548,645,579,589,477,653,657,826,974,"1,181","1,426","1,483","1,395","2,990","3,358","3,659","4,164","3,660","3,349","3,573","2,884",711,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,0,428-0,LATVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals of non-resident visitors at national border. Data by State Border Guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.19,428-1.19,,,Total,,,Thousands,1/,VF,"1,633","1,750","1,842","1,788","1,738","1,882","2,061","2,297","2,524","3,127","3,790","4,649","5,209","5,496","4,726","5,042","5,538","5,569","5,822","6,246","6,842","6,797","7,726","7,775","8,342","3,204","1,937",..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.20,428-1.20,,,,Air,,Thousands,,,107,112,127,142,140,140,156,155,188,299,494,641,857,982,"1,277","1,539","1,698","1,597","1,628","1,652","1,789","1,587","2,095","2,088","2,677",653,839,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.21,428-1.21,,,,Water,,Thousands,,,126,102,130,147,121,126,124,174,188,208,210,231,318,328,319,344,399,429,433,418,347,317,518,925,549,163,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,1.22,428-1.22,,,,Land,,Thousands,,,"1,400","1,536","1,585","1,499","1,477","1,616","1,781","1,968","2,148","2,620","3,086","3,777","4,034","4,186","3,130","3,159","3,441","3,543","3,761","4,176","4,706","4,893","5,114","4,763","5,116","2,387","1,098",..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,0,422-0,LEBANON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Excluding the Lebanon, Syria and Palestine nationalities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.19,422-1.19,,,Total,,,Thousands,1/,TF,..,..,557,603,673,742,837,957,..,..,..,"1,081","1,090","1,342","1,861","2,183","1,678","1,415","1,274","1,355","1,518","1,688","1,857","1,964","1,936",414,890,"1,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.20,422-1.20,,,,Air,,Thousands,,,..,..,381,418,448,481,515,582,..,..,..,673,663,900,"1,261","1,406","1,368","1,287","1,203","1,282","1,422","1,564","1,716","1,802","1,738",378,810,"1,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.21,422-1.21,,,,Water,,Thousands,,,..,..,2,3,2,1,1,1,..,..,..,387,75,11,12,18,26,56,7,7,19,16,13,13,11,4,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1.22,422-1.22,,,,Land,,Thousands,,,..,..,174,182,223,260,321,374,..,..,..,21,352,431,588,759,284,72,64,65,77,108,128,149,187,32,73,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,0,426-0,LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Due to an improvement in the data collection with the help of “Statistics South Africa”, from 2014 the data are not comparable with those of previous years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.19,426-1.19,,,Total,,,Thousands,1/,VF,209,312,313,289,308,302,295,288,329,304,304,357,300,293,344,426,398,423,433,"1,079","1,082","1,196","1,137","1,173","1,142",..,279,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.20,426-1.20,,,,Air,,Thousands,,,8,12,7,9,9,9,9,9,11,10,11,13,15,15,14,13,12,11,14,..,12,14,12,19,15,..,2,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.21,426-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1.22,426-1.22,,,,Land,,Thousands,,,201,300,306,280,299,293,286,279,318,294,293,344,285,278,330,413,386,412,419,"1,079","1,070","1,183","1,125","1,153","1,127",..,277,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,0,430-0,LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.19,430-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.20,430-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.21,430-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.22,430-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.19,434-1.19,,,Total,,,Thousands,,VF,..,"1,276",913,850,965,963,953,858,952,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.20,434-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,343,309,342,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.21,434-1.21,,,,Water,,Thousands,,,..,51,36,34,39,38,20,18,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.22,434-1.22,,,,Land,,Thousands,,,..,"1,225",877,816,926,925,590,531,591,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.19,438-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.20,438-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.21,438-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.22,438-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.19,440-1.19,,,Total,,,Thousands,,TF,..,832,"1,012","1,416","1,422","1,083","1,270","1,428","1,491","1,801","2,000","2,180","1,486","1,611","1,341","1,507","1,775","1,900","2,012","2,062","2,072","2,296","2,523","2,825","2,875",937,948,"2,169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.20,440-1.20,,,,Air,,Thousands,,,..,106,132,132,138,149,148,161,185,199,320,400,517,579,422,510,605,655,704,736,785,908,"1,044","1,234","1,326",346,437,"1,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.21,440-1.21,,,,Water,,Thousands,,,..,65,64,40,56,58,40,38,55,66,95,170,41,39,38,49,26,33,31,29,31,34,40,49,27,57,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.22,440-1.22,,,,Land,,Thousands,,,..,661,816,"1,244","1,228",876,"1,082","1,229","1,251","1,536","1,585","1,610",928,993,881,948,"1,144","1,212","1,277","1,297","1,256","1,354","1,440","1,542","1,522",534,493,"1,119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.19,442-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.20,442-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.21,442-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.22,442-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2008: according to Statistics and Census Service, the visitor arrivals figures from year 2008 onward will not include other non-residents namely workers, students, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.19,446-1.19,,,Total,,,Thousands,1/,VF,"7,752","8,151","7,000","6,949","7,444","9,162","10,279","11,531","11,888","16,673","18,711","21,998","27,003","22,933","21,753","24,965","28,002","28,082","29,325","31,526","30,715","30,950","32,611","35,804","39,406","5,897","7,706","5,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.20,446-1.20,,,,Air,,Thousands,,,33,409,537,512,673,834,862,905,655,862,"1,040","1,236","1,474","1,665","1,619","1,634","1,682","1,768","1,950","2,055","2,090","2,413","2,745","3,296","3,847",437,501,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.21,446-1.21,,,,Water,,Thousands,,,"5,989","6,041","4,839","4,687","4,436","5,191","5,268","5,701","5,175","6,305","6,720","7,656","8,980","9,173","8,685","10,244","11,021","11,485","11,558","12,081","11,414","10,777","11,236","10,355","6,268",426,201,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1.22,446-1.22,,,,Land,,Thousands,,,"1,731","1,701","1,625","1,749","2,335","3,137","4,149","4,925","6,059","9,506","10,951","13,106","16,549","12,095","11,449","13,087","15,300","14,830","15,817","17,390","17,211","17,760","18,630","22,152","29,291","5,034","7,004","5,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Cruise passengers only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.19,450-1.19,,,Total,,,Thousands,,TF,75,83,101,121,138,160,170,62,139,229,277,312,344,375,163,196,225,256,196,222,282,333,285,360,486,87,8,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.20,450-1.20,,,,Air,,Thousands,,,75,83,101,121,138,160,170,62,139,229,277,312,344,375,163,196,225,256,196,222,244,293,255,291,384,68,8,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.21,450-1.21,,,,Water,,Thousands,1/,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,40,30,69,102,19,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1.22,450-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Departures. 2018 estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.19,454-1.19,,,Total,,,Thousands,1/,TF,192,193,207,220,254,228,266,383,424,427,438,638,735,742,755,746,767,770,795,819,805,849,837,871,978,199,432,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.20,454-1.20,,,,Air,,Thousands,,,54,59,70,75,86,74,84,94,114,114,106,201,232,227,251,224,227,199,220,230,221,233,129,134,347,39,136,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.21,454-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,3,7,5,9,15,21,4,4,3,9,5,2,2,1,1,1,1,0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1.22,454-1.22,,,,Land,,Thousands,,,138,134,137,145,168,154,182,289,310,310,325,432,494,500,483,518,536,569,566,584,582,614,707,736,630,160,296,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including Singapore residents crossing the frontier by road through Johore Causeway.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.19,458-1.19,,,Total,,,Thousands,1/,TF,"7,122","6,775","5,859","5,203","7,456","9,609","12,062","12,644","10,085","14,651","15,420","16,236","19,217","19,762",..,..,..,..,"25,715","27,437","25,721","26,757","25,948","25,832","26,101","4,333",135,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.20,458-1.20,,,,Air,,Thousands,,,"1,830","1,680","1,906","1,559","1,933","3,265","2,827","2,434","1,810","1,988","2,846","3,348","4,032","4,883",..,..,..,..,"7,096","7,789","7,450","6,192","6,606","8,965","9,614","1,648",69,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.21,458-1.21,,,,Water,,Thousands,,,207,224,201,427,762,371,420,245,265,330,449,523,"1,005",832,..,..,..,..,738,837,971,"1,368","1,060","1,180","1,289",313,2,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1.22,458-1.22,,,,Land,,Thousands,,,"5,085","4,871","3,752","3,217","4,761","5,973","8,815","9,965","8,010","12,333","12,125","12,365","14,180","14,047",..,..,..,..,"17,882","18,812","17,299","19,197","18,282","15,687","15,198","2,372",64,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.19,462-1.19,,,Total,,,Thousands,,TF,315,339,366,396,430,467,461,485,564,617,395,602,676,683,656,792,931,958,"1,125","1,205","1,234","1,286","1,390","1,484","1,703",555,"1,322","1,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.20,462-1.20,,,,Air,,Thousands,,,315,339,366,396,430,467,461,485,564,617,395,602,676,683,656,792,931,958,"1,125","1,205","1,234","1,286","1,390","1,484","1,703",555,"1,322","1,675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.21,462-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.22,462-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2015: partial data corresponding to Bih frontier, in the Mopti region.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.19,466-1.19,,,Total,,,Thousands,,TF,42,98,75,83,82,86,89,96,110,113,143,153,164,..,160,169,160,134,142,168,159,173,193,203,217,75,168,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.20,466-1.20,,,,Air,,Thousands,,,42,98,75,83,82,86,89,96,110,113,143,153,164,..,116,129,130,101,121,152,159,173,193,203,217,75,168,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.21,466-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.22,466-1.22,,,,Land,,Thousands,1/,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,40,30,33,21,16,0.1,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ From 2004 data based on departures by air and by sea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.19,470-1.19,,,Total,,,Thousands,1/,TF,"1,116","1,054","1,111","1,182","1,214","1,216","1,180","1,133","1,126","1,156","1,171","1,124","1,244","1,291","1,182","1,339","1,415","1,443","1,582","1,690","1,783","1,966","2,274","2,599","2,753",659,968,"2,287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.20,470-1.20,,,,Air,,Thousands,,,"1,039",973,"1,040","1,102","1,143","1,177","1,145","1,098","1,097","1,127","1,151","1,104","1,224","1,270","1,166","1,309","1,375","1,401","1,539","1,641","1,738","1,918","2,227","2,552","2,702",640,944,"2,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.21,470-1.21,,,,Water,,Thousands,,,77,81,71,80,71,39,35,35,29,29,20,20,20,21,16,30,40,42,43,49,45,48,47,47,51,19,24,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1.22,470-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2014-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.19,584-1.19,,,Total,,,Thousands,1/,TF,5.5,6.2,6.4,6.4,4.6,5.2,5.4,6.0,7.2,9.0,9.2,5.8,7.2,6.0,5.4,4.6,4.6,4.6,..,4.9,6.3,5.4,6.0,6.8,6.1,1.2,0.0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.20,584-1.20,,,,Air,,Thousands,,,5.5,6.2,6.4,6.4,4.6,5.2,5.4,6.0,7.2,7.0,7.5,5.8,7.2,6.0,4.9,4.6,4.6,4.6,..,4.9,6.3,5.4,6.0,6.8,6.1,1.2,0.0,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.21,584-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,2.0,1.7,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.22,584-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
