INDEX,,,2. DOMESTIC TOURISM: Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
528,2.2,528-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"28,640","25,840","24,778","24,156","24,505","24,289","23,456","24,476","20,774","31,080","21,490",
528,2.3,528-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
540,0,540-0,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2.1,540-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
540,2.2,540-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
540,2.3,540-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
554,0,554-0,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Domestic Travel Survey, MBIE (discontinued in 2013)."
554,2.1,554-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"41,984","43,387","48,077","44,077","50,068","47,643",..,..,..,..,..,..,..,..,..,..,
554,2.2,554-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"27,301","15,064","16,681","15,872","17,681","16,559",..,..,..,..,..,..,..,..,..,..,
554,2.3,554-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"14,683","28,322","31,395","28,205","32,387","31,083",..,..,..,..,..,..,..,..,..,..,
558,0,558-0,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,2.1,558-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
558,2.2,558-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
558,2.3,558-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
562,0,562-0,NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2.1,562-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
562,2.2,562-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
562,2.3,562-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
566,0,566-0,NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2.1,566-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,246","12,888","17,536","14,787","15,083","15,385","15,693","3,923","4,048","4,128",
566,2.2,566-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,606","2,320","7,622","6,288","6,414","6,542","6,674","1,668","1,721","1,755",
566,2.3,566-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,640","10,568","9,914","8,499","8,669","8,843","9,019","2,255","2,327","2,373",
570,0,570-0,NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2.1,570-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
570,2.2,570-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
570,2.3,570-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
807,0,807-0,NORTH MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,2.1,807-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
807,2.2,807-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
807,2.3,807-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,0,580-0,NORTHERN MARIANA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2.1,580-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,2.2,580-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,2.3,580-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
578,0,578-0,NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Source: Statistics Norway - Travel Survey.
578,2.1,578-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
578,2.2,578-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"14,540","15,260","14,160","13,280","15,060","15,450","13,770","13,840","15,080","18,970","14,710","16,580","20,450","21,780",
578,2.3,578-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
512,0,512-0,OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2.1,512-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
512,2.2,512-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
512,2.3,512-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
586,0,586-0,PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2.1,586-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
586,2.2,586-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
586,2.3,586-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
585,0,585-0,PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2.1,585-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
585,2.2,585-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
585,2.3,585-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
591,0,591-0,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2.1,591-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
591,2.2,591-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
591,2.3,591-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
598,0,598-0,PAPUA NEW GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2.1,598-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
598,2.2,598-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
598,2.3,598-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
600,0,600-0,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2.1,600-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"1,079",779,..,..,..,..,..,..,..,..,..,"2,024","1,888",..,..,..,
600,2.2,600-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,833,622,..,..,..,..,..,..,..,..,..,"1,487","1,317",..,..,..,
600,2.3,600-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,246,157,..,..,..,..,..,..,..,..,..,537,571,..,..,..,
604,0,604-0,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2.1,604-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"74,629",..,..,..,..,..,"101,158",..,..,..,..,..,..,..,..,..,
604,2.2,604-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"24,223",..,..,..,..,..,"36,068",..,..,..,..,..,..,..,..,..,
604,2.3,604-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,"50,406",..,..,..,..,..,"65,090",..,..,..,..,..,..,..,..,..,
608,0,608-0,PHILIPPINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2.1,608-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,"17,931","20,821","19,560","21,254","24,860","30,287","31,391","36,787","30,625","30,757","32,165","36,836","40,506","44,681","60,366","67,463","75,668","95,641","109,755","122,118","26,982","37,279","102,958",
608,2.2,608-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
608,2.3,608-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
616,0,616-0,POLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Data from Central Statistical Office.
616,2.1,616-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
616,2.2,616-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,"35,900","38,500","34,900","34,900","30,800","33,900","29,600","40,700","42,450","38,300","39,900","43,500","45,900","47,700","50,000","38,600","46,278","51,702",
616,2.3,616-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"34,393",..,
620,0,620-0,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: Statistics Portugal (INE), Travel Survey of Residents."
620,2.1,620-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
620,2.2,620-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"12,670","16,371","16,263","17,254","18,241","18,993","19,593","21,363","13,729","16,506","19,969",
620,2.3,620-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
630,0,630-0,PUERTO RICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2.1,630-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
630,2.2,630-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
630,2.3,630-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
634,0,634-0,QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,2.1,634-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
634,2.2,634-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
634,2.3,634-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
638,0,638-0,REUNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2.1,638-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
638,2.2,638-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
638,2.3,638-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
642,0,642-0,ROMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Only domestic trips for holidays (including visit friends and relatives VFR) and business purposes.
642,2.1,642-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"40,884","41,004","53,513","52,410","50,084","52,762","46,986","51,253","52,085","52,925","37,632","50,650","51,364",
642,2.2,642-2.2,,,,Overnights visitors (tourists),,Thousands,1/,..,..,..,..,..,..,..,..,"8,668","10,520","8,736","6,688","9,294","9,716","11,651","10,797","11,986","15,833","16,357","15,840","16,194","15,015","16,444","16,461","16,863","11,088","16,045","16,261",
642,2.3,642-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"30,087","29,018","37,680","36,053","34,244","36,568","31,971","34,809","35,624","36,062","26,544","34,605","35,103",
643,0,643-0,RUSSIAN FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2.1,643-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
643,2.2,643-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
643,2.3,643-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
646,0,646-0,RWANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,2.1,646-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
646,2.2,646-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
646,2.3,646-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,0,461-0,SABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2.1,461-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,2.2,461-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,2.3,461-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,0,659-0,SAINT KITTS AND NEVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,2.1,659-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,2.2,659-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,2.3,659-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
662,0,662-0,SAINT LUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,2.1,662-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
662,2.2,662-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
662,2.3,662-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
670,0,670-0,SAINT VINCENT AND THE GRENADINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,2.1,670-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
670,2.2,670-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
670,2.3,670-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
882,0,882-0,SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,2.1,882-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
882,2.2,882-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
882,2.3,882-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
674,0,674-0,SAN MARINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,2.1,674-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
674,2.2,674-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
674,2.3,674-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
678,0,678-0,SAO TOME AND PRINCIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,2.1,678-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
678,2.2,678-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
678,2.3,678-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
682,0,682-0,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 From 2021: new methodology integrating traditional data sources (Household surveys), Mobile Positing Data (MPD), and Point of Sale (POS) to calculate number of domestic tourism trips."
682,2.1,682-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,"39,615","32,228","28,400","29,672","30,049","33,526","23,912","29,329","23,280","26,433","43,771","54,117","49,875","46,910","46,512","53,074","48,399","108,129","125,817",
682,2.2,682-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,"35,282","30,236","27,080","28,549","28,775","32,014","22,780","26,155","21,006","23,783","37,101","46,450","45,036","43,821","43,255","47,805","42,107","63,834","77,837",
682,2.3,682-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,"4,333","1,992","1,320","1,123","1,274","1,512","1,132","3,174","2,274","2,650","6,670","7,666","4,839","3,089","3,256","5,269","6,292","44,295","47,980",
686,0,686-0,SENEGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2.1,686-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
686,2.2,686-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,308,396,485,548,..,..,..,..,..,
686,2.3,686-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
688,0,688-0,SERBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,2.1,688-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
688,2.2,688-2.2,,,,Overnights visitors (tourists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
688,2.3,688-2.3,,,,Same-day visitors (excursionists),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
891,0,891-0,SERBIA AND MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2.1,891-2.1,,,Total trips,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
